mouse_num,dob,injection_date,death_date,tumor_noticed,behavior_noticed,strain,virus,src,age_death_capped,elapsed_from_tumor,elapsed_from_behavior,genes_ko,had_tumor
25034,2020-10-13,2020-10-14,2021-01-04,NA,2021-01-04,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,82,NA,0,nf1 KO;pten KO;ink KO;atrx KO,TRUE
25080,2020-10-19,2020-10-19,2021-03-18,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
25081,2020-10-19,2020-10-19,2021-03-18,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
25082,2020-10-19,2020-10-19,2021-03-18,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
25083,2020-10-19,2020-10-19,2021-03-18,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
25084,2020-10-19,2020-10-19,2021-03-18,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
25085,2020-10-19,2020-10-19,2021-03-18,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
25086,2020-10-19,2020-10-19,2021-03-18,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
25087,2020-10-20,2020-10-20,2021-03-19,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25088,2020-10-20,2020-10-20,2021-03-19,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25089,2020-10-20,2020-10-20,2021-03-19,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25090,2020-10-20,2020-10-20,2021-03-19,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25091,2020-10-20,2020-10-20,2021-03-19,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25092,2020-10-20,2020-10-20,2021-03-19,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25214,2020-11-05,2020-11-05,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
25215,2020-11-05,2020-11-05,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
25216,2020-11-05,2020-11-05,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
25217,2020-11-05,2020-11-06,2021-01-17,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RH,72,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,NA
25218,2020-11-05,2020-11-05,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
25219,2020-11-05,2020-11-06,2021-01-20,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RH,75,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,NA
25220,2020-11-05,2020-11-05,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
25221,2020-11-05,2020-11-05,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
25238,2020-11-06,2020-11-06,2021-03-03,2021-02-03,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,117,28,NA,nf1 wt;pten KO;ink KO;atrx KO,TRUE
25239,2020-11-06,2020-11-06,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25240,2020-11-06,2020-11-06,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25241,2020-11-06,2020-11-06,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25242,2020-11-06,2020-11-06,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25258,2020-11-06,2020-11-09,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25259,2020-11-06,2020-11-09,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25260,2020-11-06,2020-11-09,2021-02-01,2021-01-20,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RH,84,12,NA,nf1 wt;pten KO;ink KO;atrx KO,TRUE
25261,2020-11-06,2020-11-09,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25262,2020-11-06,2020-11-09,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25263,2020-11-06,2020-11-09,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25264,2020-11-06,2020-11-09,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25266,2020-11-07,2020-11-09,2021-04-06,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
25267,2020-11-07,2020-11-09,2021-04-06,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
25268,2020-11-07,2020-11-09,2021-04-06,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
25269,2020-11-07,2020-11-09,2021-04-06,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
25270,2020-11-07,2020-11-09,2020-12-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RH,26,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,NA
25271,2020-11-07,2020-11-09,2021-04-06,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
25272,2020-11-07,2020-11-09,2021-04-06,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
25274,2020-11-07,2020-11-09,2021-04-06,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
25304,2020-11-10,2020-11-11,2021-04-09,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
25305,2020-11-10,2020-11-11,2021-04-09,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
25307,2020-11-10,2020-11-11,2021-04-09,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
25308,2020-11-10,2020-11-11,2021-04-09,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
25309,2020-11-10,2020-11-11,2021-04-09,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
25310,2020-11-10,2020-11-11,2021-04-09,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
25328,2020-11-13,2020-11-13,2021-04-12,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25499,2020-12-02,2020-12-03,2021-01-01,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,29,NA,NA,nf1 KO;pten KO;ink KO;atrx KO,NA
25500,2020-12-02,2020-12-03,2021-01-01,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,29,NA,NA,nf1 KO;pten KO;ink KO;atrx KO,NA
25501,2020-12-02,2020-12-03,2021-04-07,2021-03-15,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,125,23,NA,nf1 KO;pten KO;ink KO;atrx KO,TRUE
25502,2020-12-02,2020-12-03,2021-01-01,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,29,NA,NA,nf1 KO;pten KO;ink KO;atrx KO,NA
25503,2020-12-02,2020-12-03,2021-03-04,2021-03-04,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,91,0,NA,nf1 KO;pten KO;ink KO;atrx KO,TRUE
25504,2020-12-02,2020-12-03,2021-02-01,2021-01-29,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,60,3,NA,nf1 KO;pten KO;ink KO;atrx KO,TRUE
25505,2020-12-02,2020-12-03,2021-03-04,NA,2021-02-19,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,91,NA,13,nf1 KO;pten KO;ink KO;atrx KO,FALSE
25548,2020-12-04,2020-12-04,2021-05-10,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25549,2020-12-04,2020-12-04,2021-05-10,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25550,2020-12-04,2020-12-04,2021-05-10,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25595,2020-12-09,2020-12-10,2021-05-10,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25596,2020-12-09,2020-12-10,2021-05-10,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25597,2020-12-09,2020-12-10,2021-05-10,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25598,2020-12-09,2020-12-10,2021-05-10,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25687,2020-12-19,2020-12-22,2021-05-20,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,300,NA,NA,nf1 KO;pten KO;ink KO;atrx wt,FALSE
25688,2020-12-19,2020-12-22,2021-05-20,2021-05-19,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,300,1,NA,nf1 KO;pten KO;ink KO;atrx wt,TRUE
25689,2020-12-19,2020-12-22,2021-02-10,NA,2021-02-09,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,50,NA,1,nf1 KO;pten KO;ink KO;atrx wt,FALSE
25690,2020-12-19,2020-12-22,2021-04-13,NA,2021-04-07,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,112,NA,6,nf1 KO;pten KO;ink KO;atrx wt,TRUE
25691,2020-12-19,2020-12-22,2021-04-07,NA,2021-04-07,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,106,NA,0,nf1 KO;pten KO;ink KO;atrx wt,FALSE
25692,2020-12-19,2020-12-22,2021-04-12,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,111,NA,NA,nf1 KO;pten KO;ink KO;atrx wt,TRUE
25693,2020-12-19,2020-12-22,2021-03-22,NA,2021-03-22,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,90,NA,0,nf1 KO;pten KO;ink KO;atrx wt,TRUE
25694,2020-12-19,2020-12-22,2021-04-09,NA,2021-04-07,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,108,NA,2,nf1 KO;pten KO;ink KO;atrx wt,TRUE
25695,2020-12-19,2020-12-22,2021-03-29,NA,2021-03-15,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,97,NA,14,nf1 KO;pten KO;ink KO;atrx wt,TRUE
25741,2020-12-26,2020-12-28,2021-05-21,NA,2021-05-21,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,144,NA,0,nf1 KO;pten KO;ink KO;atrx wt,TRUE
25742,2020-12-26,2020-12-28,2021-04-05,NA,2021-04-05,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,98,NA,0,nf1 KO;pten KO;ink KO;atrx wt,TRUE
25743,2020-12-26,2020-12-28,2021-03-17,2021-02-11,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,79,34,NA,nf1 KO;pten KO;ink KO;atrx wt,TRUE
25744,2020-12-26,2020-12-28,2021-03-26,NA,2021-03-26,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,88,NA,0,nf1 KO;pten KO;ink KO;atrx wt,FALSE
25745,2020-12-26,2020-12-28,2021-04-12,NA,2021-04-12,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,105,NA,0,nf1 KO;pten KO;ink KO;atrx wt,TRUE
25746,2020-12-26,2020-12-28,2021-03-03,NA,2021-03-03,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,65,NA,0,nf1 KO;pten KO;ink KO;atrx wt,FALSE
25747,2020-12-26,2020-12-28,2021-04-15,NA,2021-04-12,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,108,NA,3,nf1 KO;pten KO;ink KO;atrx wt,FALSE
25748,2020-12-26,2020-12-28,2021-05-10,NA,2021-05-10,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,133,NA,0,nf1 KO;pten KO;ink KO;atrx wt,FALSE
25763,2020-12-28,2020-12-28,2021-03-14,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,76,NA,NA,nf1 KO;pten KO;ink KO;atrx wt,NA
25764,2020-12-28,2020-12-28,2021-04-02,NA,2021-03-31,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,95,NA,2,nf1 KO;pten KO;ink KO;atrx wt,TRUE
25765,2020-12-28,2020-12-28,2021-03-24,NA,2021-03-24,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,86,NA,0,nf1 KO;pten KO;ink KO;atrx wt,FALSE
25766,2020-12-28,2020-12-28,2021-03-03,2021-01-29,2021-03-03,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,65,33,0,nf1 KO;pten KO;ink KO;atrx wt,TRUE
25767,2020-12-28,2020-12-28,2021-03-17,NA,2021-03-17,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,79,NA,0,nf1 KO;pten KO;ink KO;atrx wt,TRUE
25782,2020-12-29,2020-12-29,2021-05-28,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25783,2020-12-29,2020-12-29,2021-05-28,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25784,2020-12-29,2020-12-29,2021-05-28,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25785,2020-12-29,2020-12-29,2021-05-28,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25786,2020-12-29,2020-12-30,2021-01-27,2021-01-26,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RH,28,1,NA,nf1 wt;pten KO;ink KO;atrx KO,TRUE
25787,2020-12-29,2020-12-29,2021-05-28,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
25788,2020-12-29,2020-12-29,2021-05-28,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx KO,FALSE
26007,2021-01-20,2021-01-22,2021-04-13,NA,2021-04-13,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,81,NA,0,nf1 KO;pten KO;ink KO;atrx wt,TRUE
26008,2021-01-20,2021-01-22,2021-06-08,NA,2021-06-08,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,137,NA,0,nf1 KO;pten KO;ink KO;atrx wt,FALSE
26009,2021-01-20,2021-01-22,2021-03-30,2021-03-15,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,67,15,NA,nf1 KO;pten KO;ink KO;atrx wt,TRUE
26010,2021-01-20,2021-01-22,2021-04-13,NA,2021-04-13,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,81,NA,0,nf1 KO;pten KO;ink KO;atrx wt,TRUE
26011,2021-01-20,2021-01-22,2021-03-26,2021-03-15,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,63,11,NA,nf1 KO;pten KO;ink KO;atrx wt,TRUE
26012,2021-01-20,2021-01-22,2021-04-30,NA,2021-04-30,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,98,NA,0,nf1 KO;pten KO;ink KO;atrx wt,TRUE
26013,2021-01-20,2021-01-22,2021-04-13,NA,2021-04-12,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,81,NA,1,nf1 KO;pten KO;ink KO;atrx wt,FALSE
26014,2021-01-20,2021-01-22,2021-04-12,NA,2021-04-12,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,80,NA,0,nf1 KO;pten KO;ink KO;atrx wt,TRUE
26022,2021-01-20,2021-01-22,2021-04-01,2021-03-15,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,69,17,NA,nf1 KO;pten KO;ink KO;atrx wt,TRUE
