hci_number,mouse_num,tumor,staining,path,folder,filename,img_date,prep_by,slide_date,slide_label,slide_number,necropsy_file_path
20,23527,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T13-59-12-R2-S3.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/,slide-2021-09-16T13-59-12-R2-S3,2021-09-16,RH,NA,NA,6,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23527.xls
20,23785,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T14-13-58-R2-S4.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/,slide-2021-09-16T14-13-58-R2-S4,2021-09-16,RH,NA,NA,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23785.xls
20,23786,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T14-27-29-R2-S5.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/,slide-2021-09-16T14-27-29-R2-S5,2021-09-16,RH,NA,NA,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23786.xls
20,23792,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T14-51-11-R2-S6.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/,slide-2021-09-16T14-51-11-R2-S6,2021-09-16,RH,NA,NA,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23792.xls
20,23823,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T15-03-08-R2-S7.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/,slide-2021-09-16T15-03-08-R2-S7,2021-09-16,RH,NA,NA,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23823.xls
20,23866,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T15-16-24-R2-S8.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/,slide-2021-09-16T15-16-24-R2-S8,2021-09-16,RH,NA,NA,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23866.xls
20,25690,NA,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T15-29-36-R2-S9.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/,slide-2021-09-16T15-29-36-R2-S9,2021-09-16,RH,NA,original,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25690.xlsx
20,25694,NA,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T15-43-10-R2-S10.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/,slide-2021-09-16T15-43-10-R2-S10,2021-09-16,RH,NA,NA,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25694.xlsx
20,25741,NA,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T15-53-50-R2-S11.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/,slide-2021-09-16T15-53-50-R2-S11,2021-09-16,RH,NA,NA,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25741.xlsx
20,25767,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T16-18-38-R2-S12.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/,slide-2021-09-16T16-18-38-R2-S12,2021-09-16,RH,NA,NA,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25767.xlsx
20,26012,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T18-19-28-R2-S1.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/,slide-2021-09-16T18-19-28-R2-S1,2021-09-16,RH,NA,NA,3,NA
20,26066,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T18-31-47-R2-S2.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/,slide-2021-09-16T18-31-47-R2-S2,2021-09-16,RH,NA,NA,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26066.xlsx
20,26137,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T18-43-19-R2-S3.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/,slide-2021-09-16T18-43-19-R2-S3,2021-09-16,RH,NA,NA,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26137-00.xlsx
21,26138,NA,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T18-53-07-R2-S4.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/,slide-2021-09-16T18-53-07-R2-S4,2021-09-16,RH,NA,NA,3,NA
21,26143,NA,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T19-09-51-R2-S5.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/,slide-2021-09-16T19-09-51-R2-S5,2021-09-16,RH,NA,NA,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26143.xlsx
20,23966,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-29T10-17-35-R2-S1.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/,slide-2021-09-29T10-17-35-R2-S1,2021-09-29,RH,NA,NA,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23966.xls
20,25025,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-29T10-29-20-R2-S2.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/,slide-2021-09-29T10-29-20-R2-S2,2021-09-29,RH,NA,NA,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25025-00.xlsx
NA,NA,NA,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T12-10-27-R1-S1.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-08T12-10-27-R1-S1,2021-07-08,RH,NA,NA,NA,NA
NA,NA,NA,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T12-29-52-R1-S3.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-08T12-29-52-R1-S3,2021-07-08,RH,NA,NA,NA,NA
NA,NA,NA,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T12-44-31-R1-S5.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-08T12-44-31-R1-S5,2021-07-08,RH,NA,NA,NA,NA
NA,NA,NA,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T12-58-17-R1-S7.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-08T12-58-17-R1-S7,2021-07-08,RH,NA,NA,NA,NA
NA,NA,NA,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T13-14-38-R1-S9.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-08T13-14-38-R1-S9,2021-07-08,RH,NA,NA,NA,NA
20,23527,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T13-24-54-R1-S10.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-08T13-24-54-R1-S10,2021-07-08,RH,NA,*,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23527.xls
20,25025,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T13-37-23-R1-S11.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-08T13-37-23-R1-S11,2021-07-08,RH,NA,*,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25025-00.xlsx
20,25503,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T13-52-47-R1-S12.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-08T13-52-47-R1-S12,2021-07-08,RH,NA,*,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25503.xlsx
20,22846,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T14-12-04-R3-S1.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-08T14-12-04-R3-S1,2021-07-08,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-22846.xls
20,23397,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T14-23-21-R3-S2.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-08T14-23-21-R3-S2,2021-07-08,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23397.xls
20,23785,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T14-35-36-R3-S3.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-08T14-35-36-R3-S3,2021-07-08,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23785.xls
20,23786,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T14-47-22-R3-S4.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-08T14-47-22-R3-S4,2021-07-08,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23786.xls
20,23787,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T15-02-29-R3-S5.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-08T15-02-29-R3-S5,2021-07-08,RH,NA,NA,NA,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23787.xls
20,23791,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T15-12-04-R3-S6.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-08T15-12-04-R3-S6,2021-07-08,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23791.xls
20,23792,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T15-24-32-R3-S7.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-08T15-24-32-R3-S7,2021-07-08,RH,NA,?,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23792.xls
20,23823,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T15-36-41-R3-S8.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-08T15-36-41-R3-S8,2021-07-08,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23823.xls
20,23826,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T15-48-58-R3-S9.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-08T15-48-58-R3-S9,2021-07-08,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23826.xls
20,23966,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T16-00-06-R3-S10.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-08T16-00-06-R3-S10,2021-07-08,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23966.xls
20,23967,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T16-11-12-R3-S11.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-08T16-11-12-R3-S11,2021-07-08,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23967.xls
20,23866,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T16-22-37-R3-S12.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-08T16-22-37-R3-S12,2021-07-08,RH,NA,NA,NA,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23866.xls
-,-,-,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T11-34-45-R1-S1.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-09T11-34-45-R1-S1,2021-07-09,RH,NA,-,-,NA
20,24988,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T11-46-57-R1-S2.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-09T11-46-57-R1-S2,2021-07-09,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-24988.xlsx
20,25692,NA,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T12-20-10-R1-S4.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-09T12-20-10-R1-S4,2021-07-09,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25692.xlsx
20,25694,NA,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T12-35-06-R1-S5.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-09T12-35-06-R1-S5,2021-07-09,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25694.xlsx
20,25767,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T12-50-19-R1-S6.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-09T12-50-19-R1-S6,2021-07-09,RH,NA,*,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25767.xlsx
21,26012,NA,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T13-04-24-R1-S7.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-09T13-04-24-R1-S7,2021-07-09,RH,NA,NA,1,NA
21,26066,NA,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T13-17-17-R1-S8.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-09T13-17-17-R1-S8,2021-07-09,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26066.xlsx
20,24986,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T13-29-46-R1-S9.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-09T13-29-46-R1-S9,2021-07-09,RH,NA,NA,1,NA
21,26137,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T15-17-53-R2-S1.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-09T15-17-53-R2-S1,2021-07-09,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26137-00.xlsx
20,23526,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T15-28-06-R2-S2.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-09T15-28-06-R2-S2,2021-07-09,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23526.xls
20,23524,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T15-44-35-R2-S3.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-09T15-44-35-R2-S3,2021-07-09,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23524.xls
20,23467,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T15-54-35-R2-S4.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-09T15-54-35-R2-S4,2021-07-09,RH,NA,NA,NA,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23467.xls
20,23294,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T16-11-41-R2-S5.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-09T16-11-41-R2-S5,2021-07-09,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23294.xls
20,23291,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T17-02-53-R2-S6.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-09T17-02-53-R2-S6,2021-07-09,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23291.xls
20,23293,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T17-15-51-R2-S7.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-09T17-15-51-R2-S7,2021-07-09,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23293.xls
20,23287,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T17-28-46-R2-S8.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-09T17-28-46-R2-S8,2021-07-09,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23287.xls
20,23270,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T17-44-02-R2-S9.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-09T17-44-02-R2-S9,2021-07-09,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23270.xls
20,22925,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T17-57-55-R2-S10.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-09T17-57-55-R2-S10,2021-07-09,RH,NA,tumor on bottom of brain,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-22925.xls
20,25503,B,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/Not Glioma/slide-2021-08-19T10-30-05-R4-S2.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/Not Glioma/,slide-2021-08-19T10-30-05-R4-S2,2021-08-19,RH,NA,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25503.xlsx
20,23293,B,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/Not Glioma/slide-2021-08-19T11-10-25-R4-S5.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/Not Glioma/,slide-2021-08-19T11-10-25-R4-S5,2021-08-19,RH,NA,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23293.xls
20,23294,B,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T10-20-05-R4-S1.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-08-19T10-20-05-R4-S1,2021-08-19,RH,NA,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23294.xls
20,26012,B,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T10-47-05-R4-S3.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-08-19T10-47-05-R4-S3,2021-08-19,RH,2021-08-03,Ki67,1,NA
20,23527,B,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T10-57-31-R4-S4.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-08-19T10-57-31-R4-S4,2021-08-19,RH,NA,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23527.xls
20,23291,B,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T11-22-56-R4-S6.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-08-19T11-22-56-R4-S6,2021-08-19,RH,NA,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23291.xls
20,23966,B,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T11-34-26-R4-S7.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-08-19T11-34-26-R4-S7,2021-08-19,RH,NA,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23966.xls
20,25767,B,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T11-50-02-R4-S8.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-08-19T11-50-02-R4-S8,2021-08-19,RH,NA,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25767.xlsx
20,25025,B,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T12-05-54-R4-S9.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-08-19T12-05-54-R4-S9,2021-08-19,RH,NA,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25025-00.xlsx
20,23785,B,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T12-23-02-R4-S10.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-08-19T12-23-02-R4-S10,2021-08-19,RH,NA,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23785.xls
21,26143,NA,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T12-37-50-R4-S11.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-08-19T12-37-50-R4-S11,2021-08-19,RH,2021-08-03,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26143.xlsx
21,26138,NA,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T12-49-12-R4-S12.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-08-19T12-49-12-R4-S12,2021-08-19,RH,2021-08-03,Ki67,1,NA
20,25690,NA,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T13-04-15-R5-S1.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-08-19T13-04-15-R5-S1,2021-08-19,RH,2021-08-03,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25690.xlsx
20,23823,B,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T13-17-12-R5-S2.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-08-19T13-17-12-R5-S2,2021-08-19,RH,NA,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23823.xls
20,23792,B,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T13-32-59-R5-S3.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-08-19T13-32-59-R5-S3,2021-08-19,RH,NA,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23792.xls
