mouse_num,initials,nec_date,sex,strain,sac_date,injection_date,virus,dox_tx,genotype,tissue_collected,zinc_fixed,formalin_fixed,parafin_block_number_s,slide_number_s,h_e,gross_visualization_of_lung_nodules,rcas_injection,injection_route,dob,t,tissue_br,tissue_optic_n,tissue_lung,tissue_liver,comments,tumor_bool
23790,ZL,8/13/2020,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,8/13/2020,5/24/2020,RCAS Cre-U6sgRNA-ex2-NF1,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,NA,NA,Yes,NA,1,yes,NA,Yes,intracranial,5/23/2020,Brain,1,NA,NA,NA,"Large tumor growing on skull, brain appeared normaln if slightly smaller.. ... domed head + difficulty breathing.",1
23791,ZL,7/31/2020,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,7/31/2020,5/24/2020,RCAS Cre-U6sgRNA-ex2-NF1,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,NA,NA,Yes,NA,1,yes,NA,Yes,intracranial,5/23/2020,Brain,1,NA,NA,NA,"tumor underneath brain surrounding cranial nerves, very soft necrotic tissue surrounding brain. ... domed head, weak/paralyzed body, difficulty breathing.",1
23792,ZL,8/13/2020,M,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,8/13/2020,5/24/2020,RCAS Cre-U6sgRNA-ex2-NF1,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,NA,NA,Yes,NA,1,yes,NA,Yes,intracranial,5/23/2020,Brain,1,NA,NA,NA,small cranial nerve tumor. ... difficulty breathing.,1
23821,ZL,8/21/2020,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,8/21/2020,5/29/2020,RCAS Cre-U6sgRNA-ex2-NF1,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,NA,NA,Yes,NA,1,yes,NA,Yes,intracranial,5/28/2020,Brain,1,NA,NA,NA,Evrything appeared normal. ... TVA- Sacked as a control.,0
23822,ZL,8/7/2020,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,8/11/2020,5/29/2020,RCAS Cre-U6sgRNA-ex2-NF1,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,NA,NA,Yes,NA,1,yes,NA,Yes,intracranial,5/28/2020,Brain,1,NA,NA,NA,"slight domed head with liquid, small necrotic tumor on cranial nerve.. ... Completely paralyzed.",1
23823,ZL,7/21/2020,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,7/21/2020,5/29/2020,RCAS Cre-U6sgRNA-ex2-NF1,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,NA,NA,Yes,HCI -20-23823-BR,1,yes,NA,Yes,intracranial,5/28/2020,Brain,1,NA,NA,NA,"Very large brain which accounted for domed head, large tumor underneath brain surrounding left frontal cranial nerve.. ... slight domed head and complete paralysis..",1
23824,RH,7/16/2020,M,N-TVA:Ptenf/f;ATRX+/+;H11-Cas9f/f;Ink4a/Arff/f,7/16/2020,5/29/2020,RCAS Cre-U6sgRNA-ex2-NF1,No,N-TVA:Ptenf/f;ATRX+/+;H11-Cas9f/f;Ink4a/Arff/f,"head tumor, spinal cord (not intact)",NA,Yes,HCI -20-23824-BR,1,yes,NA,Yes,intracranial,5/28/2020,"Brain, head tumor, spinal cord (not intact)",1,NA,NA,NA,"brain looks normal, head tumor is not attached to skin or brain. ... Large tumor on front right of head. ... HCI-20-23824-SpCo,HCI-20-23824-HeTu",1
23826,ZL,7/31/2020,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,7/31/2020,5/29/2020,RCAS Cre-U6sgRNA-ex2-NF1,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,NA,NA,Yes,NA,1,yes,NA,Yes,intracranial,5/28/2020,Brain,1,NA,NA,NA,"Tumor surrounding left posterior cranial nerve. ... weak/paralyzed body, difficulty breathing.",1
23828,ZL,8/21/2020,M,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,8/21/2020,5/29/2020,RCAS Cre-U6sgRNA-ex2-NF1,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,NA,NA,Yes,NA,1,yes,NA,Yes,intracranial,5/28/2020,Brain,1,NA,NA,NA,"Mouse had a large tumor growing off side of body. Appeared to have originated from boony rib tissue?. ... Paralyzed, slightly lopsided face.",1
23864,ZL,8/17/2020,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,8/17/2020,6/1/2020,RCAS Cre-U6sgRNA-ex2-NF1,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,NA,NA,Yes,NA,1,yes,NA,Yes,intracranial,5/30/2020,Brain,1,NA,NA,NA,brain looked normal. ... Healthy sacked for TVA status.,0
23865,ZL,9/29/2020,M,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,9/29/2020,6/1/2020,RCAS Cre-U6sgRNA-ex2-NF1,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,NA,NA,Yes,NA,1,yes,NA,Yes,intracranial,5/30/2020,Brain,1,NA,NA,NA,Brain looked perfectly normal. ... Experimental end date (Mistake in Cages tab about 30 days too early)..,0
23866,ZL,8/7/2020,M,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,8/7/2020,6/1/2020,RCAS Cre-U6sgRNA-ex2-NF1,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,NA,NA,Yes,NA,1,yes,NA,Yes,intracranial,5/30/2020,Brain,1,NA,NA,NA,Medium sized necrotic tumor underneath brain surrounding cranial nerves and brain.. ... Weak and sickly with domed head.,1
23964,ZL,9/2/2020,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,9/2/2020,6/18/2020,RCAS Cre-U6sgRNA-ex2-NF1,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,NA,NA,Yes,NA,1,yes,NA,Yes,intracranial,6/15/2020,Brain,1,NA,NA,NA,Brain looked perfectly normal. ... Completely paralyzed.,0
23965,ZL,9/15/2020,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,9/15/2020,6/18/2020,RCAS Cre-U6sgRNA-ex2-NF1,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,Tumor on surrounding spine at base of tail observed. Tissue frozen and fixed,NA,Yes,NA,1,yes,NA,Yes,intracranial,6/15/2020,BrainTumor on surrounding spine at base of tail observed. Tissue frozen and fixed,1,NA,NA,NA,Brain looked perfectly normal. ... Paralyzed with small tumor on back end of body.. ... 2020-09-14 Weakness in legs noticed,1
23966,ZL,10/30/2020,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,10/2/2020,6/18/2020,RCAS Cre-U6sgRNA-ex2-NF1,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,tumor underneath brain as well as shoulder tumor.  tumor and shoulder tumor used to create cell lines. Frozen sample of nerve tumor as well,NA,Yes,NA,1,yes,NA,Yes,intracranial,6/15/2020,"Brain, tumor underneath brain as well as shoulder tumor. Brain tumor and shoulder tumor used to create cell lines. Frozen sample of nerve tumor as well",1,NA,NA,NA,"Large tumor growing underneath brain, and small growth under skin on shoulder.. ... Mouse was very sickly barely moving.",1
23967,ZL,9/15/2020,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,9/15/2020,6/18/2020,RCAS Cre-U6sgRNA-ex2-NF1,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,"head tumor, spine tumorVery large tumor encasing half of spine, all of the hips and at base of tail. Head tumor as well, and necrotic tissue underneath brain",NA,Yes,NA,1,yes,NA,Yes,intracranial,6/15/2020,"Brain, head tumor, spine tumorVery large tumor encasing half of spine, all of the hips and at base of tail. Head tumor as well, and necrotic tissue underneath brain",1,NA,NA,NA,Necrotic tussie underneath brain. ... Sickly with tumor growing on head and large tumor groeing on hips/base of spine.,1
23968,ZL,8/26/2020,M,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,9/8/2020,6/18/2020,RCAS Cre-U6sgRNA-ex2-NF1,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,NA,NA,Yes,NA,1,yes,NA,Yes,intracranial,6/15/2020,Brain,1,NA,NA,NA,Brain looked perfectly normal. ... Mouse was fully paralyzed.,0
23969,ZL,9/2/2020,M,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,9/2/2020,6/18/2020,RCAS Cre-U6sgRNA-ex2-NF1,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,NA,NA,Yes,NA,1,yes,NA,Yes,intracranial,6/15/2020,Brain,1,NA,NA,NA,Brain looked perfectly normal. ... Completely paralyzed.,0
23970,ZL,8/24/2020,M,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,8/24/2020,6/18/2020,RCAS Cre-U6sgRNA-ex2-NF1,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,NA,NA,Yes,NA,1,yes,NA,Yes,intracranial,6/15/2020,Brain,1,NA,NA,NA,Very large tumor growing over the skull but brain looked normal. ... Tumor on head was very large and mouse was sickly.,1
23971,ZL,9/2/2020,M,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,9/2/2020,6/18/2020,RCAS Cre-U6sgRNA-ex2-NF1,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,NA,NA,Yes,NA,1,yes,NA,Yes,intracranial,6/15/2020,Brain,1,NA,NA,NA,Brain looked perfectly normal. ... Completely paralyzed.,0
24801,ZL,3/5/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,3/3/2021,9/22/2020,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,full brain,HCI-21-24805,NA,yes,No,NA,NA,9/11/2020,Brain,1,NA,NA,NA,End of experiment. ... No evidence of tumor,0
24802,ZL,3/5/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,3/3/2021,9/22/2020,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,full brain,HCI-21-24805,NA,yes,No,NA,NA,9/11/2020,Brain,1,NA,NA,NA,End of experiment. ... No evidence of tumor,0
24803,ZL,3/5/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,3/3/2021,9/22/2020,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,full brain,HCI-21-24805,NA,yes,No,NA,NA,9/11/2020,Brain,1,NA,NA,NA,End of experiment. ... No evidence of tumor,0
24805,ZL,3/5/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,3/3/2021,9/22/2020,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,full brain,HCI-21-24805,NA,yes,No,NA,NA,9/11/2020,Brain,1,NA,NA,NA,End of experiment. ... No evidence of tumor,0
24807,ZL,3/5/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,3/3/2021,9/22/2020,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,full brain,HCI-21-24807,NA,yes,No,NA,NA,9/11/2020,Brain,1,NA,NA,NA,End of experiment. ... No evidence of tumor,0
24988,ZL,2/16/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2/16/2021,10/12/2020,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,"Yes, necrotic tmuor stuck to bottom of brain and cavity, scooped all up and formalin fixed",HCI-20-24988,NA,yes,No,NA,NA,10/11/2020,Brain,1,NA,NA,NA,"Sick, breathing weird, very large distended stomach.. ... Brain slightly large, necrotic tissue/tumor underneath brain and in cavity. No cell line started, most scooped out with brain.,Very disteneded stomach was due to all digestive organs being maximally filled with gas including stomach.",1
25025,RH,1/27/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,1/27/2021,10/14/2020,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,spinal cord/brain stem,No,full brain,HCI-20-25025,NA,yes,No,NA,NA,10/13/2020,"Brain, spinal cord/brain stem",1,NA,NA,NA,"lethargic, domed head, hunched back. ... brain looked hollow, fixed the entire brain just incase it was a rare brain tumor. Brainstem/spinal chord looked enlarged. Not a big enough tumor to justify fixing and freezing a portion, so I just trypsinized it for a cell line.",1
25028,ZL,2/1/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2/1/2021,10/14/2020,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,No,full brain,HCI-20-25028,NA,yes,No,NA,NA,10/13/2020,Brain,1,NA,NA,NA,"Paralyzed. ... Brain looked normal, no tumor noted anywhere on body/spinal cord.. ... 1/29/2021 (paralysis)",0
25087,RH,3/19/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,3/19/2021,10/20/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,10/20/2020,Brain,1,NA,NA,NA,,0
25088,RH,3/19/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,3/19/2021,10/20/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,10/20/2020,Brain,1,NA,NA,NA,,0
25089,RH,3/19/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,3/19/2021,10/20/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,10/20/2020,Brain,1,NA,NA,NA,,0
25090,RH,3/19/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,3/19/2021,10/20/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,10/20/2020,Brain,1,NA,NA,NA,,0
25091,RH,3/19/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,3/19/2021,10/20/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,10/20/2020,Brain,1,NA,NA,NA,,0
25092,RH,3/19/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,3/19/2021,10/20/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,10/20/2020,Brain,1,NA,NA,NA,,0
25214,RH,4/5/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/5/2021,11/6/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/5/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
25215,RH,4/5/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/5/2021,11/6/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/5/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
25216,RH,4/5/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/5/2021,11/6/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/5/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
25218,RH,4/5/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/5/2021,11/6/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/5/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
25220,RH,4/5/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/5/2021,11/6/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/5/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
25221,RH,4/5/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/5/2021,11/6/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/5/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
25238,ZL,3/3/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,3/3/2021,11/6/2020,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,No,full brain,HCI-21-25238,NA,yes,No,NA,NA,11/6/2020,Brain,1,NA,NA,NA,"Large head tumor. ... Large tumor growing on head, cell line started and tissue frozen as well as formalin fixed. Slides would be good NF1 tumor control.",1
25239,RH,4/5/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,4/5/2021,11/6/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRXf/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/6/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
25240,RH,4/5/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,4/5/2021,11/6/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRXf/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/6/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
25241,RH,4/5/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,4/5/2021,11/6/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRXf/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/6/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
25242,RH,4/5/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,4/5/2021,11/6/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRXf/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/6/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
25258,RH,4/5/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,4/5/2021,11/6/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRXf/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/6/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
25259,RH,4/5/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,4/5/2021,11/6/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRXf/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/6/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
25260,ZL,2/1/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2/1/2021,11/8/2020,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,No,full brain,HCI-20-25260,NA,yes,No,NA,NA,11/6/2020,Brain,1,NA,NA,NA,"swollen head, very sick (skinny and hunched over). ... Brain was completely hollow and extremely swollen full of clear liquid and blood. Harvested all in one piece. No sign of tumor.",0
25261,RH,4/5/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,4/5/2021,11/6/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRXf/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/6/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
25262,RH,4/5/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,4/5/2021,11/6/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRXf/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/6/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
25263,RH,4/5/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,4/5/2021,11/9/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRXf/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/6/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
25264,RH,4/5/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,4/5/2021,11/9/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRXf/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/6/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
25266,RH,4/6/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/6/2021,11/9/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/7/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
25267,RH,4/6/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/6/2021,11/9/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/7/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
25268,RH,4/6/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/6/2021,11/9/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/7/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
25269,RH,4/6/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/6/2021,11/9/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/7/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
25271,RH,4/6/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/6/2021,11/9/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/7/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
25272,RH,4/6/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/6/2021,11/9/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/7/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
25274,RH,4/6/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/6/2021,11/9/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/7/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
25304,RH,4/9/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/9/2021,11/11/2020,RCAS Cre,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,11/10/2020,Brain,1,NA,NA,NA,"end of experiment, looked normal",0
