exclude,mouse_num,src,strain_injection,strain,injected_with,resultant_geno,dob,injection_date,death_date_true,aod,exp_end_date,behavior_date,mri_imaging_date,observable_tumor_date,end_date,found_dead,injected_by,number_of_cells_injected,vol_injected,index,mouse_id,cage_strain,ntva,pten,ink4a,atrx,h11cas9,tyr_cre,cic,dtva,cage_number,sex,g_comments,metadata
NA,23463,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-04-18,2020-04-20,2020-06-29,70,NA,NA,NA,2020-06-04,NA,NA,RH,5x105,5uL,7268,23463-00,n-tva;pten f/+; ink4a/arff/+;atrx-f/+;h11lsl-cas9  f/+,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1385-1-2,M,Domed head noted,NA
NA,23464,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-04-18,2020-04-20,2020-07-08,79,NA,2020-07-08,NA,2020-06-04,NA,NA,RH,5x105,5uL,7269,23464-01,n-tva;pten f/+; ink4a/arff/+;atrx-f/+;h11lsl-cas9  f/+,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1385-1-2,M,Small tumor on head noted,NA
NA,23465,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-04-18,2020-04-20,2020-06-29,70,NA,NA,NA,2020-06-04,NA,NA,RH,5x105,5uL,7270,23465-03,n-tva;pten f/+; ink4a/arff/+;atrx-f/+;h11lsl-cas9  f/+,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1385-1-2,M,Domed head noted,NA
NA,23466,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-04-18,2020-04-20,2020-07-21,92,NA,2020-07-21,NA,2020-06-04,NA,NA,RH,5x105,5uL,7271,23466-10,n-tva;pten f/+; ink4a/arff/+;atrx-f/+;h11lsl-cas9  f/+,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1385-1-2,M,slight domed head noted,NA
NA,23467,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-04-19,2020-04-20,2020-08-05,107,NA,2020-08-05,NA,2020-07-08,NA,NA,RH,5x105,5uL,7273,23467-00 (wh),n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1341-5-1,F,Growth on head noted,NA
NA,23468,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-04-19,2020-04-20,2020-08-26,128,NA,2020-08-26,NA,NA,NA,NA,RH,5x105,5uL,7274,23468-00 (br),n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1341-5-1,F,Mouse looked very sick. Difficulty breathing. Sacked,NA
NA,23469,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-04-19,2020-04-20,2020-07-16,87,NA,2020-07-15,NA,NA,NA,NA,RH,5x105,5uL,7275,23469-00 (wh),n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1341-5-2,M,"Partial Paralysis noticed, sacked 7/16",NA
NA,23470,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-04-19,2020-04-20,2020-06-29,70,NA,2020-06-26,NA,2020-06-12,NA,NA,RH,5x105,5uL,7276,23470-00 (br),n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1341-5-2,M,Domed head noted,NA
NA,23522,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-04-22,2020-04-23,2020-06-29,67,NA,2020-06-29,NA,NA,NA,NA,RH,5x105,5uL,7341,23522-00 wh,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1341-5-1,F,"Sacked, completely paralyzed",NA
NA,23523,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-04-22,2020-04-23,2020-06-19,57,NA,2020-06-19,NA,NA,NA,NA,RH,5x105,5uL,7342,23523-01 wh,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1341-5-1,F,Paralyzed and was sacked.,NA
NA,23524,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-04-22,2020-04-23,2020-07-16,84,NA,2020-07-08,NA,NA,NA,NA,RH,5x105,5uL,7343,23524-00 br,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1380-2-1,M,"Tumor on eye noticed, sacked 7/16/20",NA
NA,23525,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-04-22,2020-04-23,2020-09-17,147,NA,2020-08-20,NA,NA,NA,NA,RH,5x105,5uL,7344,23525-01 br,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1380-2-1,M,Weird thickening of skin present on side of animal,NA
NA,23526,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-04-22,2020-04-23,2020-07-06,74,NA,NA,NA,2020-06-04,NA,NA,RH,5x105,5uL,7345,23526-00 wh,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1380-2-1,M,"Sacked, paralysis and very large domed head",NA
NA,23527,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-04-22,2020-04-23,2020-07-27,95,NA,2020-07-21,NA,2020-06-04,NA,NA,RH,5x105,5uL,7346,23527-01 wh,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1380-2-1,M,Beginning domed head,NA
NA,23528,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-04-22,2020-04-23,2020-08-11,110,NA,2020-06-25,NA,2020-08-04,NA,NA,RH,5x105,5uL,7347,23528-03 wh,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1380-2-1,M,Partial paralysis noticed,NA
NA,23783,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-23,2020-05-24,2020-08-09,77,NA,2020-08-07,NA,NA,NA,1,RH,5x105,5uL,7660,23783-03,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1399-1-1,F,Weakness in back legs noticed,NA
NA,23784,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-23,2020-05-24,2020-09-17,116,NA,2020-08-14,NA,NA,NA,NA,RH,5x105,5uL,7661,23784-10,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1399-1-1,F,Weakness in back legs noticed,NA
2,23785,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-23,2020-05-24,2020-08-13,81,NA,2020-08-07,NA,NA,NA,NA,RH,5x105,5uL,7662,23785-00,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1399-1-2,M,Weakness in back legs noticed,conflicting death dates in cohort vs. genotyping files. 2020-08-13 vs. 2020-08-07 used cohort date but can exclude from analysis if desired.
NA,23786,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-23,2020-05-24,2020-07-27,64,NA,NA,NA,2020-07-20,NA,NA,RH,5x105,5uL,7663,23786-01,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1399-1-2,M,Domed head noticed,NA
NA,23787,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-23,2020-05-24,2020-08-04,72,NA,2020-07-30,NA,NA,NA,NA,RH,5x105,5uL,7664,23787-03,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1399-1-2,M,Swollen/runny left eye,NA
NA,23788,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-23,2020-05-24,2020-06-21,28,NA,NA,NA,NA,NA,1,RH,5x105,5uL,7666,23788-00,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1400-1-1,F,Found Dead (not able to necropsy),NA
NA,23789,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-23,2020-05-24,2020-08-13,81,NA,2020-07-27,NA,NA,NA,NA,RH,5x105,5uL,7667,23789-01,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1400-1-1,F,"Weakness in back legs, + loss of hear on back of head and neck",NA
NA,23790,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-23,2020-05-24,2020-08-13,81,NA,2020-08-13,NA,2020-07-27,NA,NA,RH,5x105,5uL,7668,23790-03,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1400-1-1,F,Slight domed head noticed,NA
NA,23791,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-23,2020-05-24,2020-07-31,68,NA,2020-07-27,NA,NA,NA,NA,RH,5x105,5uL,7669,23791-10,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1400-1-1,F,"Weakness in back legs, + loss of hair on back of head and neck",NA
NA,23792,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-23,2020-05-24,2020-08-13,81,NA,2020-08-05,NA,NA,NA,NA,RH,5x105,5uL,7670,23792-10,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1399-1-2,M,Right eye sealed/swollen shut,NA
1,23821,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,tva negative,2020-05-28,2020-05-29,2020-08-21,84,NA,NA,NA,NA,NA,NA,RH,5x105,5uL,7703,23821-00,n-tva;pten f/+; ink4a/arff/+;atrx-f/+;h11lsl-cas9  f/+,+/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1372-4-1,F,thinning of hair on head,TVA- on cohort data and/or genotyping
NA,23822,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-28,2020-05-29,2020-08-11,74,NA,2020-07-27,NA,NA,NA,NA,RH,5x105,5uL,7704,23822-01,n-tva;pten f/+; ink4a/arff/+;atrx-f/+;h11lsl-cas9  f/+,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1372-4-1,F,losing hair on back of head and neck,NA
NA,23823,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-28,2020-05-29,2020-07-21,53,NA,2020-07-21,NA,2020-07-21,NA,NA,RH,5x105,5uL,7705,23823-03,n-tva;pten f/+; ink4a/arff/+;atrx-f/+;h11lsl-cas9  f/+,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1372-4-1,F,"Slight domed head, paralyzed, sacked.",NA
NA,23824,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-28,2020-05-29,2020-07-16,48,NA,2020-07-08,NA,NA,NA,NA,RH,5x105,5uL,7706,23824-00,n-tva;pten f/+; ink4a/arff/+;atrx-f/+;h11lsl-cas9  f/+,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1372-4-2,M,"Growth on head and tumor on eye noted, sacked 7/16/20",NA
NA,23826,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-28,2020-05-29,2020-07-31,63,NA,2020-07-23,NA,NA,NA,NA,RH,5x105,5uL,7708,23826-03,n-tva;pten f/+; ink4a/arff/+;atrx-f/+;h11lsl-cas9  f/+,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1372-4-2,M,Ungroomed and sickly (not paralyzed),NA
NA,23828,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-28,2020-05-29,2020-08-21,84,NA,2020-07-23,NA,NA,NA,NA,RH,5x105,5uL,7710,23828-30,n-tva;pten f/+; ink4a/arff/+;atrx-f/+;h11lsl-cas9  f/+,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1372-4-2,M,Ungroomed and sickly (not paralyzed),NA
1,23864,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,tva negative,2020-05-30,2020-06-01,2020-08-17,77,NA,NA,NA,NA,NA,NA,RH,5x105,5uL,7748,23864-00,n-tva;pten f/+; ink4a/arff/+;atrx-f/+;h11lsl-cas9  f/+,+/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1385-3-1,M,Sacked for TVA status,TVA- on cohort data and/or genotyping
1,23865,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-30,2020-06-01,2020-09-29,120,2020-09-29,NA,NA,NA,NA,NA,RH,5x105,5uL,7749,23865-00,n-tva;pten f/+; ink4a/arff/+;atrx-f/+;h11lsl-cas9  f/+,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1385-3-2,M,Experimental endpoint,excluded because was designated for exclusion on rick's excel sheet. No excplicit reason given. 
NA,23866,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-30,2020-06-01,2020-08-07,67,NA,NA,NA,2020-07-27,NA,NA,RH,5x105,5uL,7750,23866-01,n-tva;pten f/+; ink4a/arff/+;atrx-f/+;h11lsl-cas9  f/+,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1385-3-2,M,Slight domed head and lack of grooming,NA
2,23867,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-30,2020-06-01,2020-08-05,65,NA,2020-07-28,NA,NA,NA,NA,RH,5x105,5uL,7751,23867-03,n-tva;pten f/+; ink4a/arff/+;atrx-f/+;h11lsl-cas9  f/+,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1385-3-2,M,Lack of grooming,conflicting death dates in cohort vs. genotyping files. 2020-08-05 vs. 2020-07-28 used cohort date but can exclude from analysis if desired.
NA,23964,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-06-15,2020-06-18,2020-09-02,76,NA,2020-09-01,NA,NA,NA,NA,RH,5x105,5uL,7875,23964-00,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1400-2-1,F,Weakness in back of legs,NA
NA,23965,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-06-15,2020-06-18,2020-09-15,89,NA,2020-09-14,NA,NA,NA,NA,RH,5x105,5uL,7876,23965-01,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1400-2-1,F,Weakness in back of legs,NA
NA,23966,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-06-15,2020-06-18,2020-10-02,106,NA,2020-09-15,NA,NA,NA,NA,RH,5x105,5uL,7877,23966-03,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1400-2-1,F,Small cutaneous tumor noticed,NA
