mouse_num,notes_he_ihc_brain,exclude,src,strain_injection,strain,injected_with,resultant_geno,dob,death_date_true,injection_date,behavior_date,mri_imaging_date,observable_tumor_date,end_date,found_dead,injected_by,number_of_cells_injected,vol_injected,index,mouse_id,cage_strain,ntva,pten,ink4a,atrx,h11cas9,tyr_cre,cic,dtva,cage_number,sex,g_comments,metadata,hci_number,tumor,staining,path,folder,filename,img_date,prep_by,slide_date,slide_label,slide_number,necropsy_file_path
23786,"large high grade glioma at the base of brain in the center and back sections, palisading necrosis and abnormal vasculature, Ki67 is high throughout except for a distinct shape at the center of the tumor (lymphocytes?) and the necrotic areas, pERK is more expressed towards the bottom edges and absent in that lymphocyte region, PTEN is clearly low in tumor except for vasculature and the lymphocyte region",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-23,2020-07-27,2020-05-24,NA,NA,2020-07-20,NA,NA,RH,5x105,5uL,7663,23786-01,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1399-1-2,M,Domed head noticed,NA,20,B,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-11-09T12-04-50-R1-S2.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-11-09T12-04-50-R1-S2,2021-11-09,TE,2021-11-01,PTEN,5,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23786.xls
23791,"tumor under brain, high grade",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-23,2020-07-31,2020-05-24,2020-07-27,NA,NA,NA,NA,RH,5x105,5uL,7669,23791-10,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1400-1-1,F,"Weakness in back legs, + loss of hair on back of head and neck",NA,20,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T15-12-04-R3-S6.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-08T15-12-04-R3-S6,2021-07-08,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23791.xls
23792,"low grade glioma in the center cection of the cerebral cortex, ki67 is slightly higher there, pERK is negative, PTEN is still expressed",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-23,2020-08-13,2020-05-24,2020-08-05,NA,NA,NA,NA,RH,5x105,5uL,7670,23792-10,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1399-1-2,M,Right eye sealed/swollen shut,NA,20,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T14-51-11-R2-S6.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/,slide-2021-09-16T14-51-11-R2-S6,2021-09-16,RH,NA,NA,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23792.xls
23792,"low grade glioma in the center cection of the cerebral cortex, ki67 is slightly higher there, pERK is negative, PTEN is still expressed",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-23,2020-08-13,2020-05-24,2020-08-05,NA,NA,NA,NA,RH,5x105,5uL,7670,23792-10,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1399-1-2,M,Right eye sealed/swollen shut,NA,20,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T15-24-32-R3-S7.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-08T15-24-32-R3-S7,2021-07-08,RH,NA,?,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23792.xls
23792,"low grade glioma in the center cection of the cerebral cortex, ki67 is slightly higher there, pERK is negative, PTEN is still expressed",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-23,2020-08-13,2020-05-24,2020-08-05,NA,NA,NA,NA,RH,5x105,5uL,7670,23792-10,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1399-1-2,M,Right eye sealed/swollen shut,NA,20,B,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T13-32-59-R5-S3.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-08-19T13-32-59-R5-S3,2021-08-19,RH,NA,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23792.xls
23792,"low grade glioma in the center cection of the cerebral cortex, ki67 is slightly higher there, pERK is negative, PTEN is still expressed",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-23,2020-08-13,2020-05-24,2020-08-05,NA,NA,NA,NA,RH,5x105,5uL,7670,23792-10,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1399-1-2,M,Right eye sealed/swollen shut,NA,20,B,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-29T10-57-16-R2-S4.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-09-29T10-57-16-R2-S4,2021-09-29,RH,NA,Rb PERK,2,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23792.xls
23792,"low grade glioma in the center cection of the cerebral cortex, ki67 is slightly higher there, pERK is negative, PTEN is still expressed",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-23,2020-08-13,2020-05-24,2020-08-05,NA,NA,NA,NA,RH,5x105,5uL,7670,23792-10,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1399-1-2,M,Right eye sealed/swollen shut,NA,20,B,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T14-51-34-R2-S1.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-09-24T14-51-34-R2-S1,2021-09-24,TE,2021-09-21,PTEN,4,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23792.xls
23866,"high grade glioma on base of center section with vasculature and some form of rosette patterns, evenly high Ki67 positivity and pERK, PTEN is lower than in the normal brain section and mostly just stained blood vessels",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-30,2020-08-07,2020-06-01,NA,NA,2020-07-27,NA,NA,RH,5x105,5uL,7750,23866-01,n-tva;pten f/+; ink4a/arff/+;atrx-f/+;h11lsl-cas9  f/+,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1385-3-2,M,Slight domed head and lack of grooming,NA,20,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T15-16-24-R2-S8.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/,slide-2021-09-16T15-16-24-R2-S8,2021-09-16,RH,NA,NA,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23866.xls
23866,"high grade glioma on base of center section with vasculature and some form of rosette patterns, evenly high Ki67 positivity and pERK, PTEN is lower than in the normal brain section and mostly just stained blood vessels",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-30,2020-08-07,2020-06-01,NA,NA,2020-07-27,NA,NA,RH,5x105,5uL,7750,23866-01,n-tva;pten f/+; ink4a/arff/+;atrx-f/+;h11lsl-cas9  f/+,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1385-3-2,M,Slight domed head and lack of grooming,NA,20,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T16-22-37-R3-S12.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-08T16-22-37-R3-S12,2021-07-08,RH,NA,NA,NA,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23866.xls
23866,"high grade glioma on base of center section with vasculature and some form of rosette patterns, evenly high Ki67 positivity and pERK, PTEN is lower than in the normal brain section and mostly just stained blood vessels",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-30,2020-08-07,2020-06-01,NA,NA,2020-07-27,NA,NA,RH,5x105,5uL,7750,23866-01,n-tva;pten f/+; ink4a/arff/+;atrx-f/+;h11lsl-cas9  f/+,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1385-3-2,M,Slight domed head and lack of grooming,NA,20,B,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-09-16T19-34-27-R2-S7.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-09-16T19-34-27-R2-S7,2021-09-16,RH,2021-09-08,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23866.xls
23866,"high grade glioma on base of center section with vasculature and some form of rosette patterns, evenly high Ki67 positivity and pERK, PTEN is lower than in the normal brain section and mostly just stained blood vessels",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-30,2020-08-07,2020-06-01,NA,NA,2020-07-27,NA,NA,RH,5x105,5uL,7750,23866-01,n-tva;pten f/+; ink4a/arff/+;atrx-f/+;h11lsl-cas9  f/+,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1385-3-2,M,Slight domed head and lack of grooming,NA,20,B,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T15-25-09-R3-S7.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-09-17T15-25-09-R3-S7,2021-09-17,RH,2021-09-09,PERK,2,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23866.xls
23866,"high grade glioma on base of center section with vasculature and some form of rosette patterns, evenly high Ki67 positivity and pERK, PTEN is lower than in the normal brain section and mostly just stained blood vessels",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-30,2020-08-07,2020-06-01,NA,NA,2020-07-27,NA,NA,RH,5x105,5uL,7750,23866-01,n-tva;pten f/+; ink4a/arff/+;atrx-f/+;h11lsl-cas9  f/+,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1385-3-2,M,Slight domed head and lack of grooming,NA,20,B,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T15-11-43-R2-S3.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-09-24T15-11-43-R2-S3,2021-09-24,TE,2021-09-21,PTEN,4,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23866.xls
24986,"Sheri thinks she sees a possible low grade tumor, nothing seen in Ki67 slide",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-10-11,2020-12-18,2020-10-12,2020-12-18,NA,NA,NA,NA,RH,5x105,5uL,9120,24986-00,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1435-3-1,M,"partial paralysis, no tumor, sakced",NA,20,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T13-29-46-R1-S9.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-09T13-29-46-R1-S9,2021-07-09,RH,NA,NA,1,NA
25025,"large high grade glioma present, Ki67+",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-10-13,2021-01-27,2020-10-14,2021-01-27,NA,2021-01-21,NA,NA,RH,5x105,5uL,9167,25025-00,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1421-4-1,F,Tumor noticed,NA,20,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-29T10-29-20-R2-S2.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/,slide-2021-09-29T10-29-20-R2-S2,2021-09-29,RH,NA,NA,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25025-00.xlsx
25025,"large high grade glioma present, Ki67+",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-10-13,2021-01-27,2020-10-14,2021-01-27,NA,2021-01-21,NA,NA,RH,5x105,5uL,9167,25025-00,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1421-4-1,F,Tumor noticed,NA,20,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T13-37-23-R1-S11.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-08T13-37-23-R1-S11,2021-07-08,RH,NA,*,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25025-00.xlsx
25025,"large high grade glioma present, Ki67+",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-10-13,2021-01-27,2020-10-14,2021-01-27,NA,2021-01-21,NA,NA,RH,5x105,5uL,9167,25025-00,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1421-4-1,F,Tumor noticed,NA,20,B,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T12-05-54-R4-S9.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-08-19T12-05-54-R4-S9,2021-08-19,RH,NA,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25025-00.xlsx
25025,"large high grade glioma present, Ki67+",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-10-13,2021-01-27,2020-10-14,2021-01-27,NA,2021-01-21,NA,NA,RH,5x105,5uL,9167,25025-00,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1421-4-1,F,Tumor noticed,NA,20,B,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T15-43-10-R3-S9.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-09-17T15-43-10-R3-S9,2021-09-17,RH,2021-09-09,PERK,4,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25025-00.xlsx
25025,"large high grade glioma present, Ki67+",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-10-13,2021-01-27,2020-10-14,2021-01-27,NA,2021-01-21,NA,NA,RH,5x105,5uL,9167,25025-00,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1421-4-1,F,Tumor noticed,NA,20,B,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T14-24-50-R1-S12.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-09-24T14-24-50-R1-S12,2021-09-24,TE,2021-09-21,PTEN,5,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25025-00.xlsx
25690,"high grade glioma on center and back sections, possibly left side of mouse, Ki67 positivity extends into the brain, pERK slide was scrapped off a bit, but primarily positive along the edge and not extending into the brain, PTEN is lower in the tumor not extending into the brain and darker on side edge",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-19,2021-04-13,2020-12-22,2021-04-07,NA,NA,NA,NA,ZL,2x105,2uL,9957,25690-00,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1472-2-2,M,"partially paralyzed on 4/7/21, obviously looked ill, so sacked it",NA,20,NA,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T15-29-36-R2-S9.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/,slide-2021-09-16T15-29-36-R2-S9,2021-09-16,RH,NA,original,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25690.xlsx
25690,"high grade glioma on center and back sections, possibly left side of mouse, Ki67 positivity extends into the brain, pERK slide was scrapped off a bit, but primarily positive along the edge and not extending into the brain, PTEN is lower in the tumor not extending into the brain and darker on side edge",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-19,2021-04-13,2020-12-22,2021-04-07,NA,NA,NA,NA,ZL,2x105,2uL,9957,25690-00,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1472-2-2,M,"partially paralyzed on 4/7/21, obviously looked ill, so sacked it",NA,20,NA,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T13-04-15-R5-S1.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-08-19T13-04-15-R5-S1,2021-08-19,RH,2021-08-03,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25690.xlsx
25690,"high grade glioma on center and back sections, possibly left side of mouse, Ki67 positivity extends into the brain, pERK slide was scrapped off a bit, but primarily positive along the edge and not extending into the brain, PTEN is lower in the tumor not extending into the brain and darker on side edge",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-19,2021-04-13,2020-12-22,2021-04-07,NA,NA,NA,NA,ZL,2x105,2uL,9957,25690-00,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1472-2-2,M,"partially paralyzed on 4/7/21, obviously looked ill, so sacked it",NA,20,NA,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T15-58-44-R3-S10.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-09-17T15-58-44-R3-S10,2021-09-17,RH,2021-08-06,Rb PERK,2,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25690.xlsx
25690,"high grade glioma on center and back sections, possibly left side of mouse, Ki67 positivity extends into the brain, pERK slide was scrapped off a bit, but primarily positive along the edge and not extending into the brain, PTEN is lower in the tumor not extending into the brain and darker on side edge",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-12-19,2021-04-13,2020-12-22,2021-04-07,NA,NA,NA,NA,ZL,2x105,2uL,9957,25690-00,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1472-2-2,M,"partially paralyzed on 4/7/21, obviously looked ill, so sacked it",NA,20,NA,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T15-32-30-R2-S5.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-09-24T15-32-30-R2-S5,2021-09-24,TE,2021-09-21,PTEN,4,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25690.xlsx
