filename,sample_name,path
slide-2021-09-17T15-25-09-R3-S7,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T15-25-09-R3-S7.mrxs
slide-2021-09-17T15-33-10-R3-S8,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T15-33-10-R3-S8.mrxs
slide-2021-09-17T15-43-10-R3-S9,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T15-43-10-R3-S9.mrxs
slide-2021-09-17T15-58-44-R3-S10,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T15-58-44-R3-S10.mrxs
slide-2021-09-17T16-11-10-R3-S11,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T16-11-10-R3-S11.mrxs
slide-2021-09-17T16-21-01-R3-S12,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T16-21-01-R3-S12.mrxs
slide-2021-09-17T16-52-06-R4-S1,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T16-52-06-R4-S1.mrxs
slide-2021-09-17T17-03-35-R4-S2,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T17-03-35-R4-S2.mrxs
slide-2021-09-17T17-22-16-R4-S4,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T17-22-16-R4-S4.mrxs
slide-2021-09-17T17-34-15-R4-S5,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T17-34-15-R4-S5.mrxs
slide-2021-09-29T10-46-12-R2-S3,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-29T10-46-12-R2-S3.mrxs
slide-2021-09-29T10-57-16-R2-S4,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-29T10-57-16-R2-S4.mrxs
slide-2021-09-29T11-28-51-R2-S6,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-29T11-28-51-R2-S6.mrxs
slide-2021-10-06T13-30-13-R1-S1,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-10-06T13-30-13-R1-S1.mrxs
slide-2021-10-12T08-41-45-R2-S1,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-10-12T08-41-45-R2-S1.mrxs
slide-2021-09-24T12-56-50-R1-S4,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/Bad Pten IHC/slide-2021-09-24T12-56-50-R1-S4.mrxs
slide-2021-09-24T13-09-35-R1-S5,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/Bad Pten IHC/slide-2021-09-24T13-09-35-R1-S5.mrxs
slide-2021-09-24T15-22-03-R2-S4,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/Bad Pten IHC/slide-2021-09-24T15-22-03-R2-S4.mrxs
slide-2021-09-24T15-57-03-R2-S7,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/Bad Pten IHC/slide-2021-09-24T15-57-03-R2-S7.mrxs
slide-2021-09-24T12-22-12-R1-S1,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T12-22-12-R1-S1.mrxs
slide-2021-09-24T12-32-45-R1-S2,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T12-32-45-R1-S2.mrxs
slide-2021-09-24T12-46-24-R1-S3,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T12-46-24-R1-S3.mrxs
slide-2021-09-24T13-21-57-R1-S6,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T13-21-57-R1-S6.mrxs
slide-2021-09-24T13-32-09-R1-S7,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T13-32-09-R1-S7.mrxs
slide-2021-09-24T13-41-12-R1-S8,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T13-41-12-R1-S8.mrxs
slide-2021-09-24T13-50-35-R1-S9,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T13-50-35-R1-S9.mrxs
slide-2021-09-24T14-01-51-R1-S10,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T14-01-51-R1-S10.mrxs
slide-2021-09-24T14-12-41-R1-S11,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T14-12-41-R1-S11.mrxs
slide-2021-09-24T14-24-50-R1-S12,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T14-24-50-R1-S12.mrxs
slide-2021-09-24T14-51-34-R2-S1,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T14-51-34-R2-S1.mrxs
slide-2021-09-24T15-02-57-R2-S2,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T15-02-57-R2-S2.mrxs
slide-2021-09-24T15-11-43-R2-S3,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T15-11-43-R2-S3.mrxs
slide-2021-09-24T15-32-30-R2-S5,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T15-32-30-R2-S5.mrxs
slide-2021-09-24T15-46-19-R2-S6,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T15-46-19-R2-S6.mrxs
slide-2021-09-24T16-07-59-R2-S8,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T16-07-59-R2-S8.mrxs
slide-2021-09-24T16-17-37-R2-S9,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T16-17-37-R2-S9.mrxs
slide-2021-11-09T11-52-19-R1-S1,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-11-09T11-52-19-R1-S1.mrxs
slide-2021-11-09T12-04-50-R1-S2,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-11-09T12-04-50-R1-S2.mrxs
slide-2021-11-09T12-20-16-R1-S3,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-11-09T12-20-16-R1-S3.mrxs
slide-2021-11-09T12-31-07-R1-S4,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-11-09T12-31-07-R1-S4.mrxs
slide-2021-09-03T14-36-41-R4-S10,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Lung H&E/slide-2021-09-03T14-36-41-R4-S10.mrxs
slide-2021-09-03T13-49-10-R4-S1,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/slide-2021-09-03T13-49-10-R4-S1.mrxs
slide-2021-09-03T14-06-09-R4-S2,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/slide-2021-09-03T14-06-09-R4-S2.mrxs
slide-2021-09-03T14-18-12-R4-S3,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/slide-2021-09-03T14-18-12-R4-S3.mrxs
slide-2021-09-03T14-28-00-R4-S4,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/slide-2021-09-03T14-28-00-R4-S4.mrxs
slide-2021-11-18T11-39-20-R2-S1,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/slide-2021-11-18T11-39-20-R2-S1.mrxs
slide-2021-11-18T11-42-57-R2-S2,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/slide-2021-11-18T11-42-57-R2-S2.mrxs
slide-2021-11-18T11-51-47-R2-S3,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/slide-2021-11-18T11-51-47-R2-S3.mrxs
slide-2021-11-18T12-04-44-R2-S4,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/slide-2021-11-18T12-04-44-R2-S4.mrxs
slide-2021-11-18T12-16-47-R2-S5,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma H&E/slide-2021-11-18T12-16-47-R2-S5.mrxs
slide-2021-09-07T15-25-46-R1-S3,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma Ki67/slide-2021-09-07T15-25-46-R1-S3.mrxs
slide-2021-09-07T15-36-23-R1-S4,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma Ki67/slide-2021-09-07T15-36-23-R1-S4.mrxs
slide-2021-09-07T14-58-56-R1-S1,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma pERK/slide-2021-09-07T14-58-56-R1-S1.mrxs
slide-2021-09-07T15-15-42-R1-S2,,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma pERK/slide-2021-09-07T15-15-42-R1-S2.mrxs
slide-2022-04-22T08-20-32-R1-S1,,E:/CaseViewer Files/Riley Elmer CaseViewer Files/slide-2022-04-22T08-20-32-R1-S1.mrxs
slide-2022-04-22T08-43-18-R1-S2,,E:/CaseViewer Files/Riley Elmer CaseViewer Files/slide-2022-04-22T08-43-18-R1-S2.mrxs
slide-2022-04-22T09-24-35-R1-S4,,E:/CaseViewer Files/Riley Elmer CaseViewer Files/slide-2022-04-22T09-24-35-R1-S4.mrxs
slide-2022-04-22T09-40-29-R1-S5,,E:/CaseViewer Files/Riley Elmer CaseViewer Files/slide-2022-04-22T09-40-29-R1-S5.mrxs
