mouse_num,patho_location,patho_tum_grade,patho_notes,patho_requests,tumor_locations,tumor_grade_he,injected_by,mouse_num_tag,mouse_tag,src,tva,h12,pten,ink,atrx,cells_injected,vol_injected,tva_status,brain_harvested,organs_harvested,tis_fix_etoh,control_or_lgtumor,tis_submitted,brain_ihc_notes,sheri_saw_he,proof_of_mass,slide_on_HD_he,ki67_result,slide_on_HD_ki67,perk_result,slide_on_HD_perk,unstain_slid_avail,tumor_free_surv,glioma_free_surv,cranial_n_tum,intracranial_glioma,head_tumor_skull,lymph_tumor,low_spin_tum,eye_tumor1,auditory_n_to_skin,cutaneous_skin,rib_cage,lethargic,mouse_puffy,paralysis1,hydrocephalus,non_tum_death,nothing_abnormal,found_dead,strain,virus,nf1_ko,pten_ko,ink_ko,atrx_ko,genes_ko,time_after_tum,time_from_behav,pretumorigenic,col_notes,nec_by,dox_tx,zinc_fixed,parafin_block_number_s,slide_number_s,h_e,gross_visualization_of_lung_nodules,nec_comments,tis_brain,tis_optic_n,tis_lung,tis_liver,tis_spinal_c,tis_cran_n,tis_eye,tum_neck,tum_cran_n,tum_spinal_c,tum_head,tum_low_back_ribs,tum_skin,tum_extracranial,tum_shoulder,tum_brain,tum_kidney,tum_bladder,tum_eye,paralysis,abnormal_appearance,nec_NED,img_sample,staining,img_path,img_by,slide_label,slide_number,tyr_cre
23301,NA,NA,NA,NA,NA,NA,RH,23301-10,NA,RH,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX f/f,5x105,5uL,TVA+,yes,spinal cord,spinal cord,NA,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx KO,nf1 KO;pten KO;ink KO;atrx KO,NA,9,NA,Paralyzed and difficulty breathing. Brain and spinal cord looked normal. Cranial nerves on left posterior portion slightly enlarged.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23397,NA,NA,NA,NA,NA,NA,RH,23397-00,NA,RH,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX +/+,5x105,5uL,TVA+,yes,no,NA,1,mass under brain,tumor under brain,yes,yes,yes,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx wt,nf1 KO;pten KO;ink KO;atrx wt,18,0,NA,complete paralysis + very hunched back and large white tumor underneath left parietal lobe,ZL,No,NA,HCI -20-23397-BR,1,yes,NA,large white tumor underneath left parietal lobe. ... complete paralysis + very hunched back. ... Collected: Brain ... Formalin Fixed: Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T14-23-21-R3-S2.mrxs,RH,NA,1,NA
23399,NA,NA,NA,NA,NA,NA,RH,23399-00,NA,RH,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX +/+,5x105,5uL,TVA-,yes,spinal cord,brain and spinal cord,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx wt,nf1 KO;pten KO;ink KO;atrx wt,NA,NA,NA,"TVA-, only fixed to use as a control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23400,NA,NA,NA,NA,NA,NA,RH,23400-01,NA,RH,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX +/+,5x105,5uL,TVA+,yes,no,NA,NA,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx wt,nf1 KO;pten KO;ink KO;atrx wt,NA,12,NA,Difficulty breathing and walking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23401,NA,NA,NA,NA,NA,NA,RH,23401-03,NA,RH,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX +/+,5x105,5uL,TVA+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx wt,nf1 KO;pten KO;ink KO;atrx wt,NA,NA,NA,"Leg was broken mouse was sacked, mouse removed from study",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23460,NA,NA,NA,NA,NA,NA,RH,23460-00,NA,RH,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX +/+,5x105,5uL,TVA+,yes,no,NA,NA,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx wt,nf1 KO;pten KO;ink KO;atrx wt,NA,1,NA,"had to sack because of prolapsed uterus, but this was close to experimental endpoint anyway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23461,NA,NA,NA,NA,NA,NA,RH,23461-01,NA,RH,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX +/+,5x105,5uL,TVA+,yes,no,NA,NA,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx wt,nf1 KO;pten KO;ink KO;atrx wt,NA,3,NA,Animal was found paralyzed with inability to move any of its body from the front legs down.  Difficulty breathing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23463,NA,NA,NA,NA,NA,NA,RH,23463-00,NA,RH,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX +/+,5x105,5uL,TVA+,yes,no,NA,1,head tumor,whole head sectioned with head tumor,yes,yes,NA,NA,NA,NA,NA,NA,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx wt,nf1 KO;pten KO;ink KO;atrx wt,25,NA,NA,"Mouse looked sick, blood coming out of ears and extrememly large tumor growth on skull. Brain looked small with part of skull caved in under tumor. Extremely large tumor mass found surroundiong entire skull.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23464,NA,NA,NA,NA,NA,NA,RH,23464-01,NA,RH,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX +/+,5x105,5uL,TVA+,yes,no,NA,NA,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx wt,nf1 KO;pten KO;ink KO;atrx wt,34,0,NA,"Paralyzed with small tumor growing above eye, brain looked nromal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23465,NA,NA,NA,NA,NA,NA,RH,23465-03,NA,RH,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX +/+,5x105,5uL,TVA+,yes,no,NA,1,head tumor,whole head sectioned with head tumor,yes,yes,NA,NA,NA,NA,NA,NA,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx wt,nf1 KO;pten KO;ink KO;atrx wt,25,NA,NA,"Mouse looked sick, blood coming out of ears and extrememly large tumor growth on skull. Brain looked small with part of skull caved in under tumor. Extremely large tumor mass found surroundiong entire skull.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23466,NA,NA,NA,NA,NA,NA,RH,23466-10,NA,RH,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX +/+,5x105,5uL,TVA+,yes,no,NA,NA,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx wt,nf1 KO;pten KO;ink KO;atrx wt,47,0,NA,"Lack of grooming, difficulty breathing, looked weak and sickly. Brain looked gray and pale but otherwise normal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23467,NA,NA,NA,NA,NA,NA,RH,23467-00 (wh),NA,RH,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX f/f,5x105,5uL,TVA+,yes,no,NA,NA,no,"big tumor on slide outside of brain, grade 2-3",yes,yes,yes,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx KO,nf1 KO;pten KO;ink KO;atrx KO,28,0,NA,"Domed head, weak and sickly, difficulty breathing. Very large tumor underneath brain emanating from left optic cranial nerve",ZL,No,NA,NA,1,yes,NA,"Very large tumor underneath brain emanating from left optic cranial nerve. ... Domed head, weak and sickly, difficulty breathing. ... Collected: Brain ... Formalin Fixed: Yes",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T15-54-35-R2-S4.mrxs,RH,NA,NA,NA
23468,NA,NA,NA,NA,NA,NA,RH,23468-00 (br),NA,RH,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX f/f,5x105,5uL,TVA+,yes,no,NA,NA,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx KO,nf1 KO;pten KO;ink KO;atrx KO,NA,0,NA,"Mouse was sick, difficulty breathing. Brain looked normal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23469,NA,NA,NA,NA,NA,NA,RH,23469-00 (wh),NA,RH,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX f/f,5x105,5uL,TVA+,yes,spinal cord,spinal cord,NA,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx KO,nf1 KO;pten KO;ink KO;atrx KO,NA,1,NA,"Slightly enlarged cranial nerves but brain looked normal, mouse was paralyzed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23470,NA,NA,NA,NA,NA,NA,RH,23470-00 (br),NA,RH,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX f/f,5x105,5uL,TVA+,yes,no,NA,NA,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx KO,nf1 KO;pten KO;ink KO;atrx KO,17,3,NA,"Paralyzed + disfigurement from tumors on face. had tumor growing outside the skull (small), and large white mass found underneath brain.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23522,NA,NA,NA,NA,NA,NA,RH,23522-03 (wh),NA,RH,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX f/f,5x105,5uL,TVA+,yes,no,NA,NA,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx KO,nf1 KO;pten KO;ink KO;atrx KO,NA,0,NA,Completely paralyzed within a day,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23523,NA,NA,NA,NA,NA,NA,RH,23523-01 (wh),NA,RH,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX f/f,5x105,5uL,TVA+,yes,no,NA,NA,no,"no glioma observable, but Sheri thinks there is possible leptomeningeal",yes,no,NA,negative,NA,negative,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx KO,nf1 KO;pten KO;ink KO;atrx KO,NA,0,NA,complete paralysis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23524,NA,NA,NA,NA,NA,NA,RH,23524-00 (br),NA,RH,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX f/f,5x105,5uL,TVA+,yes,spinal cord and eye,spinal cord and eye,NA,no,"originally thought there might be a leptomeningeal tumor, but not able to verify by second H&E, Ki67 or pERK",yes,yes,yes,negative,NA,negative,NA,2,1,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx KO,nf1 KO;pten KO;ink KO;atrx KO,NA,8,NA,Tumor behind right eye. Looks like a tumor of the occular nerve. Brain looks normal otherwise.,RH,No,NA,HCI -20-23524-BR,1,yes,NA,"Tumor behind right eye. Looks like a tumor of the occular nerve. Brain looks normal otherwise.. ... Right eye is enlarged and could rupture. ... HCI-20-23524-SpCo,HCI-20-23524-Ey ... Collected: Brain, eye, spinal cord (not intact) ... Formalin Fixed: Yes",1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T15-44-35-R2-S3.mrxs,RH,NA,1,NA
23525,NA,NA,NA,NA,NA,NA,RH,23525-01 (br),NA,RH,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX f/f,5x105,5uL,TVA+,yes,head tumor,NA,NA,skin tumor,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx KO,nf1 KO;pten KO;ink KO;atrx KO,NA,28,NA,"Tumor present on side of body weird fatty skin growth. Tumor was used for cell line, frozen, and fixed. Brain looked normal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23526,NA,NA,NA,NA,NA,NA,RH,23526-00 (wh),NA,RH,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX f/f,5x105,5uL,TVA+,yes,no,NA,NA,no,"originally thought there might be a glioma, but nothing seen in second H&E or Ki67",yes,yes,yes,negative,NA,negative,NA,2,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx KO,nf1 KO;pten KO;ink KO;atrx KO,32,NA,NA,"Completely paralyzed, and large tumor covering entired skull. Brain underneath skull appeared normal",ZL,No,NA,HCI -20-23526-BR,1,yes,NA,"Completely paralyzed, and large tumor covering entired skull. Brain underneath skull appeared normal. ... Paralyzed with large tumor growing on skull. ... Collected: Brain ... Formalin Fixed: Yes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T15-28-06-R2-S2.mrxs,RH,NA,1,NA
23527,NA,NA,NA,NA,NA,NA,RH,23527-01 (wh),NA,RH,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX f/f,5x105,5uL,TVA+,yes,no,NA,1,no,"low grade glioma in center section towards the side, Ki67 and pERK are not that distinct, but they are positive, PTEN looks less positive in tumor except for positive staining vasculature",yes,yes,yes,positive,yes,positive,yes,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx KO,nf1 KO;pten KO;ink KO;atrx KO,53,6,NA,Complete paralysis. Hollow left hemisphere maybe filled with liquid + tumor on right posterior cranial nerve,ZL,No,NA,NA,1,yes,NA,Hollow left hemisphere maybe filled with liquid + tumor on right posterior cranial nerve. ... Complete paralysis.. ... 2020-06-04 Slight domed head noticed ... Collected: Brain ... Formalin Fixed: Yes,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T13-59-12-R2-S3.mrxs,RH,NA,6,Tg/+
23527,NA,NA,NA,NA,NA,NA,RH,23527-01 (wh),NA,RH,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX f/f,5x105,5uL,TVA+,yes,no,NA,1,no,"low grade glioma in center section towards the side, Ki67 and pERK are not that distinct, but they are positive, PTEN looks less positive in tumor except for positive staining vasculature",yes,yes,yes,positive,yes,positive,yes,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx KO,nf1 KO;pten KO;ink KO;atrx KO,53,6,NA,Complete paralysis. Hollow left hemisphere maybe filled with liquid + tumor on right posterior cranial nerve,ZL,No,NA,NA,1,yes,NA,Hollow left hemisphere maybe filled with liquid + tumor on right posterior cranial nerve. ... Complete paralysis.. ... 2020-06-04 Slight domed head noticed ... Collected: Brain ... Formalin Fixed: Yes,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T13-24-54-R1-S10.mrxs,RH,*,1,Tg/+
23527,NA,NA,NA,NA,NA,NA,RH,23527-01 (wh),NA,RH,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX f/f,5x105,5uL,TVA+,yes,no,NA,1,no,"low grade glioma in center section towards the side, Ki67 and pERK are not that distinct, but they are positive, PTEN looks less positive in tumor except for positive staining vasculature",yes,yes,yes,positive,yes,positive,yes,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx KO,nf1 KO;pten KO;ink KO;atrx KO,53,6,NA,Complete paralysis. Hollow left hemisphere maybe filled with liquid + tumor on right posterior cranial nerve,ZL,No,NA,NA,1,yes,NA,Hollow left hemisphere maybe filled with liquid + tumor on right posterior cranial nerve. ... Complete paralysis.. ... 2020-06-04 Slight domed head noticed ... Collected: Brain ... Formalin Fixed: Yes,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T10-57-31-R4-S4.mrxs,RH,Ki67,1,Tg/+
23527,NA,NA,NA,NA,NA,NA,RH,23527-01 (wh),NA,RH,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX f/f,5x105,5uL,TVA+,yes,no,NA,1,no,"low grade glioma in center section towards the side, Ki67 and pERK are not that distinct, but they are positive, PTEN looks less positive in tumor except for positive staining vasculature",yes,yes,yes,positive,yes,positive,yes,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx KO,nf1 KO;pten KO;ink KO;atrx KO,53,6,NA,Complete paralysis. Hollow left hemisphere maybe filled with liquid + tumor on right posterior cranial nerve,ZL,No,NA,NA,1,yes,NA,Hollow left hemisphere maybe filled with liquid + tumor on right posterior cranial nerve. ... Complete paralysis.. ... 2020-06-04 Slight domed head noticed ... Collected: Brain ... Formalin Fixed: Yes,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T14-24-45-R3-S2.mrxs,RH,PERK,3,Tg/+
