mouse_num,dob,injection_date,sac_date,nec_date,nec_by,dox_tx,zinc_fixed,parafin_block_number_s,slide_number_s,h_e,gross_visualization_of_lung_nodules,tumor_bool,comments,tis_brain,tis_optic_n,tis_lung,tis_liver,tis_spinal_c,tis_cran_n,tis_eye,unknown_t1,tum_neck,tum_cran_n,tum_spinal_c,tum_head,tum_low_back_ribs,tum_skin,tum_extracranial,tum_shoulder,tum_brain,tum_kidney,tum_bladder,tum_eye,paralysis,abnormal_appearance,nec_NED,xclude,necropsy_file_path
23968,2020-06-15,2020-06-18,2020-09-08,2020-08-26,ZL,No,,,1,yes,,0,Brain looked perfectly normal. ... Mouse was fully paralyzed. ... Collected: Brain ... Formalin Fixed: Yes,1,,,,,,,,,,,,,,,,,,,,1,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23968.xls
23969,2020-06-15,2020-06-18,2020-09-02,2020-09-02,ZL,No,,,1,yes,,0,Brain looked perfectly normal. ... Completely paralyzed. ... Collected: Brain ... Formalin Fixed: Yes,1,,,,,,,,,,,,,,,,,,,,1,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23969.xls
23970,2020-06-15,2020-06-18,2020-08-24,2020-08-24,ZL,No,,,1,yes,,1,Very large tumor growing over the skull but brain looked normal. ... Tumor on head was very large and mouse was sickly. ... Collected: Brain ... Formalin Fixed: Yes,1,,,,,,,,,,,1,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23970.xls
23971,2020-06-15,2020-06-18,2020-09-02,2020-09-02,ZL,No,,,1,yes,,0,Brain looked perfectly normal. ... Completely paralyzed. ... Collected: Brain ... Formalin Fixed: Yes,1,,,,,,,,,,,,,,,,,,,,1,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23971.xls
24801,2020-09-11,2020-09-22,2021-03-03,2021-03-05,ZL,,No,HCI-21-24805,,yes,No,0,End of experiment. ... No evidence of tumor ... Collected: Brain ... Formalin Fixed: full brain,1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-24801.xlsx
24802,2020-09-11,2020-09-22,2021-03-03,2021-03-05,ZL,,No,HCI-21-24805,,yes,No,0,End of experiment. ... No evidence of tumor ... Collected: Brain ... Formalin Fixed: full brain,1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-24802.xlsx
24803,2020-09-11,2020-09-22,2021-03-03,2021-03-05,ZL,,No,HCI-21-24805,,yes,No,0,End of experiment. ... No evidence of tumor ... Collected: Brain ... Formalin Fixed: full brain,1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-24803.xlsx
24805,2020-09-11,2020-09-22,2021-03-03,2021-03-05,ZL,,No,HCI-21-24805,,yes,No,0,End of experiment. ... No evidence of tumor ... Collected: Brain ... Formalin Fixed: full brain,1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-24805.xlsx
24807,2020-09-11,2020-09-22,2021-03-03,2021-03-05,ZL,,No,HCI-21-24807,,yes,No,0,End of experiment. ... No evidence of tumor ... Collected: Brain ... Formalin Fixed: full brain,1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-24807.xlsx
24988,2020-10-11,2020-10-12,2021-02-16,2021-02-16,ZL,,No,HCI-20-24988,,yes,No,1,"Sick, breathing weird, very large distended stomach.. ... Brain slightly large, necrotic tissue/tumor underneath brain and in cavity. No cell line started, most scooped out with brain.,Very disteneded stomach was due to all digestive organs being maximally filled with gas including stomach. ... Collected: Brain ... Formalin Fixed: Yes, necrotic tmuor stuck to bottom of brain and cavity, scooped all up and formalin fixed",1,,,,,,,,,,,,,,,,1,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-24988.xlsx
25025,2020-10-13,2020-10-14,2021-01-27,2021-01-27,RH,,No,HCI-20-25025,,yes,No,1,"lethargic, domed head, hunched back. ... brain looked hollow, fixed the entire brain just incase it was a rare brain tumor. Brainstem/spinal chord looked enlarged. Not a big enough tumor to justify fixing and freezing a portion, so I just trypsinized it for a cell line. ... Collected: Brain, spinal cord/brain stem ... Formalin Fixed: full brain",1,,,,1,,,,,,1,,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25025-00.xlsx
25028,2020-10-13,2020-10-14,2021-02-01,2021-02-01,ZL,,No,HCI-20-25028,,yes,No,0,"Paralyzed. ... Brain looked normal, no tumor noted anywhere on body/spinal cord.. ... 1/29/2021 (paralysis) ... Collected: Brain ... Formalin Fixed: full brain",1,,,,,,,,,,,,,,,,,,,,1,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25028.xlsx
25087,2020-10-20,2020-10-20,2021-03-19,2021-03-19,RH,,No,,,,,0, ... Collected: Brain ... Formalin Fixed: Brain,1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25087.xlsx
25088,2020-10-20,2020-10-20,2021-03-19,2021-03-19,RH,,No,,,,,0, ... Collected: Brain ... Formalin Fixed: Brain,1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25088.xlsx
25089,2020-10-20,2020-10-20,2021-03-19,2021-03-19,RH,,No,,,,,0, ... Collected: Brain ... Formalin Fixed: Brain,1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25089.xlsx
25090,2020-10-20,2020-10-20,2021-03-19,2021-03-19,RH,,No,,,,,0, ... Collected: Brain ... Formalin Fixed: Brain,1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25090.xlsx
25091,2020-10-20,2020-10-20,2021-03-19,2021-03-19,RH,,No,,,,,0, ... Collected: Brain ... Formalin Fixed: Brain,1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25091.xlsx
25092,2020-10-20,2020-10-20,2021-03-19,2021-03-19,RH,,No,,,,,0, ... Collected: Brain ... Formalin Fixed: Brain,1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25092.xlsx
25214,2020-11-05,2020-11-06,2021-04-05,2021-04-05,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25214.xlsx
25215,2020-11-05,2020-11-06,2021-04-05,2021-04-05,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25215.xlsx
25216,2020-11-05,2020-11-06,2021-04-05,2021-04-05,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25216.xlsx
25218,2020-11-05,2020-11-06,2021-04-05,2021-04-05,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25218.xlsx
25220,2020-11-05,2020-11-06,2021-04-05,2021-04-05,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25220.xlsx
25221,2020-11-05,2020-11-06,2021-04-05,2021-04-05,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25221.xlsx
25238,2020-11-06,2020-11-06,2021-03-03,2021-03-03,ZL,,No,HCI-21-25238,,yes,No,1,"Large head tumor. ... Large tumor growing on head, cell line started and tissue frozen as well as formalin fixed. Slides would be good NF1 tumor control. ... Collected: Brain ... Formalin Fixed: full brain",1,,,,,,,,,,,1,,,,,,,,,,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25238.xlsx
25239,2020-11-06,2020-11-06,2021-04-05,2021-04-05,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25239.xlsx
25240,2020-11-06,2020-11-06,2021-04-05,2021-04-05,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25240.xlsx
25241,2020-11-06,2020-11-06,2021-04-05,2021-04-05,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25241.xlsx
25242,2020-11-06,2020-11-06,2021-04-05,2021-04-05,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25242.xlsx
25258,2020-11-06,2020-11-06,2021-04-05,2021-04-05,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25258.xlsx
25259,2020-11-06,2020-11-06,2021-04-05,2021-04-05,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25259.xlsx
25260,2020-11-06,2020-11-08,2021-02-01,2021-02-01,ZL,,No,HCI-20-25260,,yes,No,0,"swollen head, very sick (skinny and hunched over). ... Brain was completely hollow and extremely swollen full of clear liquid and blood. Harvested all in one piece. No sign of tumor. ... Collected: Brain ... Formalin Fixed: full brain",1,,,,,,,,,,,,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25260.xlsx
25261,2020-11-06,2020-11-06,2021-04-05,2021-04-05,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25261.xlsx
25262,2020-11-06,2020-11-06,2021-04-05,2021-04-05,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25262.xlsx
25263,2020-11-06,2020-11-09,2021-04-05,2021-04-05,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25263.xlsx
25264,2020-11-06,2020-11-09,2021-04-05,2021-04-05,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25264.xlsx
25266,2020-11-07,2020-11-09,2021-04-06,2021-04-06,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25266.xlsx
25267,2020-11-07,2020-11-09,2021-04-06,2021-04-06,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25267.xlsx
25268,2020-11-07,2020-11-09,2021-04-06,2021-04-06,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25268.xlsx
25269,2020-11-07,2020-11-09,2021-04-06,2021-04-06,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25269.xlsx
25271,2020-11-07,2020-11-09,2021-04-06,2021-04-06,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25271.xlsx
25272,2020-11-07,2020-11-09,2021-04-06,2021-04-06,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25272.xlsx
25274,2020-11-07,2020-11-09,2021-04-06,2021-04-06,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25274.xlsx
25304,2020-11-10,2020-11-11,2021-04-09,2021-04-09,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25304.xlsx
25305,2020-11-10,2020-11-11,2021-04-09,2021-04-09,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25305.xlsx
25307,2020-11-10,2020-11-11,2021-04-09,2021-04-09,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25307.xlsx
25308,2020-11-10,2020-11-11,2021-04-09,2021-04-09,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25308.xlsx
25309,2020-11-10,2020-11-11,2021-04-09,2021-04-09,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25309.xlsx
25310,2020-11-10,2020-11-11,2021-01-20,2021-01-20,RH,,No,,,,No,0,"hunched over, scabs on tail, animal care staff required it be sacked. ... brain appeared deflated ... Collected: Brain ... Formalin Fixed: B",1,,,,,,,,,,,,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25310.xlsx
25328,2020-11-13,2020-11-13,2021-04-12,2021-04-12,RH,,No,,,,,0,"end of experiment, looked normal ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25328.xlsx
25501,2020-12-02,2020-12-03,2021-04-07,2021-04-07,RH,,No,,,,,0,"tumor was just above left eye and was becoming red, as if it was ulcering or becoming irritated. Upon necropsy, tumor was observed to be connected to the skin and not the skull. It may be connected to the audible nerve as part of the tumor seamed to be very close to the ear and was fixed with part of the ear. A peice of tumor was frozen and also used for a cell line. ... Collected: Brain, skin tumor ... Formalin Fixed: Brain, skin tumor",1,,,,,,,,,,,,,1,,,,,,,,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25501.xlsx
25503,2020-12-02,2021-12-03,2021-03-04,2021-03-04,ZL,,No,HCI-21-25503,,yes,No,0,"Sick and hunched over, slight domed head.. ... Brain was abnormally large and swollen but no clear sign of tumor tissue found. ... Collected: Brain ... Formalin Fixed: full brain",1,,,,,,,,,,,,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25503.xlsx
25504,2021-01-02,2020-10-14,2021-02-01,2021-02-01,ZL,,No,HCI-20-25504,,yes,No,1,"Large head tumor growing over skull. ... Brain looked normal, tumor frozen, cell line formed (t1) and rest formalin fixed ... Collected: Brain ... Formalin Fixed: normal brain, small growth found on spine (T2), head tumor T1",1,,,,,,,,,,T2,T1,,,,,,,,,,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25504.xlsx
25505,2020-12-02,2021-12-03,2021-03-04,2021-03-04,ZL,,No,HCI-21-25505,,yes,No,0,"domed head noticed when still alive-swollen brain but found dead so hard to tell.. ... Foun dead, must have died th enight before.. ... Brain was in good condition but hard to tell if swelling was present. Slight domed head noticed when animal was alive. ... Collected: Brain ... Formalin Fixed: full brain",1,,,,,,,,,,,,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25505.xlsx
25548,2020-12-04,2020-12-04,2021-05-10,2021-05-10,RH,,No,,,,,0,experimental endpoint ... Collected: Brain ... Formalin Fixed: Brain,1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25548.xlsx
25549,2020-12-04,2020-12-04,2021-05-10,2021-05-10,RH,,No,,,,,0,experimental endpoint ... Collected: Brain ... Formalin Fixed: Brain,1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25549.xlsx
25550,2020-12-04,2020-12-04,2021-05-10,2021-05-10,RH,,No,,,,,0,experimental endpoint ... Collected: Brain ... Formalin Fixed: Brain,1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25550.xlsx
25595,2020-12-09,2020-12-10,2021-05-10,2021-05-10,RH,,No,,,,,0,experimental endpoint ... Collected: Brain ... Formalin Fixed: Brain,1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25595.xlsx
25596,2020-12-09,2020-12-10,2021-05-10,2021-05-10,RH,,No,,,,,0,experimental endpoint ... Collected: Brain ... Formalin Fixed: Brain,1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25596.xlsx
25597,2020-12-09,2020-12-10,2021-05-10,2021-05-10,RH,,No,,,,,0,experimental endpoint ... Collected: Brain ... Formalin Fixed: Brain,1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25597.xlsx
25598,2020-12-09,2020-12-10,2021-02-01,2021-02-01,ZL,,No,HCI-20-25598,,yes,No,0,"swollen head, very sick (skinny and hunched over). ... Brain was completely hollow and extremely swollen full of clear liquid and blood. Harvested all in one piece. No sign of tumor. ... Collected: Brain ... Formalin Fixed: full brain",1,,,,,,,,,,,,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25598.xlsx
25687,2020-12-19,2020-12-22,2021-05-20,2021-05-20,RH,,No,,,,,0,"no abnormalities upon necropsy, sacked for experimental endpoint ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25687.xlsx
25688,2020-12-19,2020-12-22,2021-05-20,2021-05-20,RH,,No,,,,,1,"tumor on top of head first observed on 5/19/21, sacked 5/20/21 for experimental endpoint, everything else looks normal upon necropsy, froze part of head tumor and made cell line with it. ... Collected: Brain, head tumor ... Formalin Fixed: Brain",1,,,,,,,,,,,1,,,,,,,,,,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25688.xlsx
25689,2020-12-19,2021-12-22,2021-02-10,2021-02-10,ZL,,No,HCI-20-25689,,yes,No,0,"Paralyzed. ... Brain looked normal, no tumor noted anywhere on body/spinal cord.. ... 2/9/2021 (paralysis) ... Collected: Brain ... Formalin Fixed: full brain",1,,,,,,,,,,,,,,,,,,,,1,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25689.xlsx
25690,2020-12-19,2020-12-22,2021-04-13,2021-04-13,RH,,No,,,,,1,"mouse is showing signs of partial paralysis on 4/7. Head is tilted to one side, but still able to move around. Could have gone longer, but no sense risking mouse dying on own. Necropsy showed bulge in left top of skull, under the left side of brain looked to be a glioma, attached a little to the base of the cranial cavity and partially attached to the brain, sort of mushy, cut some off to freeze and make cell line from as well as fixed the rest with the brain ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,1,,,,,,,,,,,1,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25690.xlsx
25691,2020-12-19,2020-12-22,2021-04-07,2021-04-07,RH,,No,,,,,0,"hind legs were paralyzed, back was hunched as a sign mouse was dehydrating and falling ill ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,1,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25691.xlsx
25693,2020-12-19,2020-12-22,2021-03-22,2021-03-22,RH,,No,,,,,0,"hind legs were partially paralyzed. ... One cranial nerve looked enlarged. Not quite big enough to try to also freeze and make a cell line from, and lost it when changing from formalin to EtOH. ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,1,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25693.xlsx
25694,2020-12-19,2020-12-22,2021-04-09,2021-04-09,RH,,No,,,,,0,"mouse was loosing mobility in hind legs and I didn't want to chance it over the weekend. I noticed a mass of tissue under the brain, not sure if it was an enlarged cranial nerve or that ""necrotic"" tissue Zia noticed before. Growing that tissue as a cell line, but too small for fixing it or freezing it as well ... Collected: Brain, mushy mass under brain ... Formalin Fixed: Brain, mushy mass under brain",1,,,,,1,,,,1,,,,,,,,,,,1,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25694.xlsx
25695,2020-12-19,2020-12-22,2021-03-29,2021-03-29,RH,,No,,,,,1,"limited mobility noticed, later tumor noticed on back. ... Found dead on a Monday. No conditions noticed on Friday. Could have died over weekend. ... Collected: Brain and lower back tumor ... Formalin Fixed: Brain and tumor",1,,,,,,,,,,,,1,,,,,,,,1,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25695.xlsx
25741,2020-12-26,2020-12-28,2021-05-14,2021-05-21,RH,,No,,,,,1,"mouse looked like it was becoming emanciated and starting to have a hunched back, upon necropsy, there was a cranial nerve tumor somewhat attched to the base of the cranial cavity, and not as attached to the brain. A part of the tumor was fixed with the brain, while another part was frozen and used for a cell line. ... Collected: Brain, cranial nerve tumor ... Formalin Fixed: Brain",1,,,,,,,,,1,,,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25741.xlsx
25742,2020-12-26,2021-12-28,2021-04-05,2021-04-05,RH,,No,,,,,1,"partially paralyzed, small mass could be part of cerebellum or could be a tumor, only did FFPE with it ... Collected: Brain, cranial nerve tumor ... Formalin Fixed: Brain cranial nerve tumor",1,,,,,,,,,1,,,,,,,,,,,1,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25742.xlsx
25743,2020-12-26,2021-12-28,2021-03-17,2021-03-17,ZL,,No,HCI-21-25743,,yes,No,1,Sacked to tumor size. ... Massive tumor encasing head. Brain unremovable. Cryo sample collected and cell line started ... Collected: Brain ... Formalin Fixed: full brain,1,,,,,,,,,,,1,,,,,,,,,,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25743.xlsx
25744,2020-12-26,2020-12-28,2021-03-26,2021-03-26,RH,,No,,,,,1,"looks normal except for large tumor on left side of head. ... Head tumor was cut off, had vein on the outside but very dense and white on the inside. Skull underneith looked rough, but couldn't tell if tumor penetrated the skull or was growing from and eye or ear canal. Had to cut the skull to remove brain, and noticed a white mass on top of the left hemesphere. It wasn't connected to it, but was indenting the brain (might be able to see the indent on H&E), not clear if this penetrated the skull or not. ... Collected: Brain, tumor, and some white mass between the brain and the tumor. ... Formalin Fixed: Brain, tumor, and that white mass",1,,,,,,,,,,,1,,,,,1,,,,,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25744.xlsx
25745,2020-12-26,2020-12-28,2021-04-12,2021-04-12,RH,,No,,,,,0,"only partially paralyzed, but looked very emanciated, so had to sack, small white spot on top center of skull (T1), not sure if that is anything, but fixed it anyway. Tumor was visible around the base of the spine, cross section of the spine was fixed (with bone), and piece of tumor was made into a cell line. ... Collected: Brain, T1, T2 ... Formalin Fixed: Brain, T1, T2",1,,,,1,,,,,,T2,T1,,,,,,,,,1,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25745.xlsx
25747,2020-12-26,2020-12-28,2021-04-15,2021-04-13,RH,,No,,,,,1,"loosing mobility in hind legs 4/12, not fully paralyzed, but looking worse, with urine stains on fur, upon necropsy - normal looking brain, no spine tumors, enlarged bladder, possibly suffering from some infection or blockage ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,1,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25747.xlsx
25748,2020-12-26,2020-12-28,2021-05-10,2021-05-10,RH,,No,,,,,0,"breathing heavy, hind legs paralyzed, no observable tumor ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,1,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25748.xlsx
25764,2020-12-28,2020-12-28,2021-04-02,2021-04-02,RH,,No,,,,,1,"started looking lethargic, back became more arched, not moving around much and wanted to sack before it possibly dies on its own over the weekend. ... Also started a cell line from the cranial nerve tumor, which looked like an enlarged mass not connected to the brain, but effecting both sides of the large cranial nerve that is under the optic nerve. Both sides were harvested as one, with a piece of both fixed. No sample was frozen. ... Collected: Brain and cranial nerve tumor ... Formalin Fixed: Brain and cranial nerve tumor",1,,,,,,,,,1,,,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-20-25764-30.xlsx
25766,2020-12-28,2021-12-28,2021-03-03,2021-03-03,ZL,,No,HCI-21-25766,,yes,No,2,paralysis. ... Brain was completely hollow and filled with liquid. Mouse sacked due to paralysis ... Collected: Brain ... Formalin Fixed: full brain,1,,,,,,,,,,,,,,,,,,,,1,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-25766.xlsx
