mouse_num,nec_by,nec_date,sac_date,injection_date,virus,formalin_fixed,parafin_block,gross_visualization_of_lung_nodules,rcas_injection,dob,t,comments,tumor_bool,tis_brain,tis_optic_n,tis_lung,tis_liver,tis_spinal_c,tis_cran_n,tis_eye,tum_neck,tum_cran_n,tum_spinal_c,tum_head,tum_low_back_ribs,tum_skin,tum_extracranial,tum_shoulder,tum_brain,tum_kidney,tum_bladder,tum_eye,paralysis,abnormal_appearance,nec_NED,xclude
23966,ZL,10/30/2020,10/2/2020,6/18/2020,RCAS Cre-U6sgRNA-ex2-NF1,Yes,NA,NA,Yes,6/15/2020,"Brain, tumor underneath brain as well as shoulder tumor. Brain tumor and shoulder tumor used to create cell lines. Frozen sample of nerve tumor as well","Large tumor growing underneath brain, and small growth under skin on shoulder.. ... Mouse was very sickly barely moving.",1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
23967,ZL,9/15/2020,9/15/2020,6/18/2020,RCAS Cre-U6sgRNA-ex2-NF1,Yes,NA,NA,Yes,6/15/2020,"Brain, head tumor, spine tumorVery large tumor encasing half of spine, all of the hips and at base of tail. Head tumor as well, and necrotic tissue underneath brain",Necrotic tussie underneath brain. ... Sickly with tumor growing on head and large tumor groeing on hips/base of spine.,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
23968,ZL,8/26/2020,9/8/2020,6/18/2020,RCAS Cre-U6sgRNA-ex2-NF1,Yes,NA,NA,Yes,6/15/2020,Brain,Brain looked perfectly normal. ... Mouse was fully paralyzed.,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
23969,ZL,9/2/2020,9/2/2020,6/18/2020,RCAS Cre-U6sgRNA-ex2-NF1,Yes,NA,NA,Yes,6/15/2020,Brain,Brain looked perfectly normal. ... Completely paralyzed.,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
23970,ZL,8/24/2020,8/24/2020,6/18/2020,RCAS Cre-U6sgRNA-ex2-NF1,Yes,NA,NA,Yes,6/15/2020,Brain,Very large tumor growing over the skull but brain looked normal. ... Tumor on head was very large and mouse was sickly.,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
23971,ZL,9/2/2020,9/2/2020,6/18/2020,RCAS Cre-U6sgRNA-ex2-NF1,Yes,NA,NA,Yes,6/15/2020,Brain,Brain looked perfectly normal. ... Completely paralyzed.,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
24801,ZL,3/5/2021,3/3/2021,9/22/2020,RCAS Cre-U6sgRNA-ex2-NF1,full brain,HCI-21-24805,No,NA,9/11/2020,Brain,End of experiment. ... No evidence of tumor,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
24802,ZL,3/5/2021,3/3/2021,9/22/2020,RCAS Cre-U6sgRNA-ex2-NF1,full brain,HCI-21-24805,No,NA,9/11/2020,Brain,End of experiment. ... No evidence of tumor,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
24803,ZL,3/5/2021,3/3/2021,9/22/2020,RCAS Cre-U6sgRNA-ex2-NF1,full brain,HCI-21-24805,No,NA,9/11/2020,Brain,End of experiment. ... No evidence of tumor,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
24805,ZL,3/5/2021,3/3/2021,9/22/2020,RCAS Cre-U6sgRNA-ex2-NF1,full brain,HCI-21-24805,No,NA,9/11/2020,Brain,End of experiment. ... No evidence of tumor,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
24807,ZL,3/5/2021,3/3/2021,9/22/2020,RCAS Cre-U6sgRNA-ex2-NF1,full brain,HCI-21-24807,No,NA,9/11/2020,Brain,End of experiment. ... No evidence of tumor,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
24988,ZL,2/16/2021,2/16/2021,10/12/2020,RCAS Cre-U6sgRNA-ex2-NF1,"Yes, necrotic tmuor stuck to bottom of brain and cavity, scooped all up and formalin fixed",HCI-20-24988,No,NA,10/11/2020,Brain,"Sick, breathing weird, very large distended stomach.. ... Brain slightly large, necrotic tissue/tumor underneath brain and in cavity. No cell line started, most scooped out with brain.,Very disteneded stomach was due to all digestive organs being maximally filled with gas including stomach.",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA
25025,RH,1/27/2021,1/27/2021,10/14/2020,RCAS Cre-U6sgRNA-ex2-NF1,full brain,HCI-20-25025,No,NA,10/13/2020,"Brain, spinal cord/brain stem","lethargic, domed head, hunched back. ... brain looked hollow, fixed the entire brain just incase it was a rare brain tumor. Brainstem/spinal chord looked enlarged. Not a big enough tumor to justify fixing and freezing a portion, so I just trypsinized it for a cell line.",1,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
25028,ZL,2/1/2021,2/1/2021,10/14/2020,RCAS Cre-U6sgRNA-ex2-NF1,full brain,HCI-20-25028,No,NA,10/13/2020,Brain,"Paralyzed. ... Brain looked normal, no tumor noted anywhere on body/spinal cord.. ... 1/29/2021 (paralysis)",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
25087,RH,3/19/2021,3/19/2021,10/20/2020,RCAS Cre,Brain,NA,NA,NA,10/20/2020,Brain,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25088,RH,3/19/2021,3/19/2021,10/20/2020,RCAS Cre,Brain,NA,NA,NA,10/20/2020,Brain,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25089,RH,3/19/2021,3/19/2021,10/20/2020,RCAS Cre,Brain,NA,NA,NA,10/20/2020,Brain,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25090,RH,3/19/2021,3/19/2021,10/20/2020,RCAS Cre,Brain,NA,NA,NA,10/20/2020,Brain,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25091,RH,3/19/2021,3/19/2021,10/20/2020,RCAS Cre,Brain,NA,NA,NA,10/20/2020,Brain,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25092,RH,3/19/2021,3/19/2021,10/20/2020,RCAS Cre,Brain,NA,NA,NA,10/20/2020,Brain,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25214,RH,4/5/2021,4/5/2021,11/6/2020,RCAS Cre,Brain,NA,NA,NA,11/5/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25215,RH,4/5/2021,4/5/2021,11/6/2020,RCAS Cre,Brain,NA,NA,NA,11/5/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25216,RH,4/5/2021,4/5/2021,11/6/2020,RCAS Cre,Brain,NA,NA,NA,11/5/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25218,RH,4/5/2021,4/5/2021,11/6/2020,RCAS Cre,Brain,NA,NA,NA,11/5/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25220,RH,4/5/2021,4/5/2021,11/6/2020,RCAS Cre,Brain,NA,NA,NA,11/5/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25221,RH,4/5/2021,4/5/2021,11/6/2020,RCAS Cre,Brain,NA,NA,NA,11/5/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25238,ZL,3/3/2021,3/3/2021,11/6/2020,RCAS Cre-U6sgRNA-ex2-NF1,full brain,HCI-21-25238,No,NA,11/6/2020,Brain,"Large head tumor. ... Large tumor growing on head, cell line started and tissue frozen as well as formalin fixed. Slides would be good NF1 tumor control.",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25239,RH,4/5/2021,4/5/2021,11/6/2020,RCAS Cre,Brain,NA,NA,NA,11/6/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25240,RH,4/5/2021,4/5/2021,11/6/2020,RCAS Cre,Brain,NA,NA,NA,11/6/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25241,RH,4/5/2021,4/5/2021,11/6/2020,RCAS Cre,Brain,NA,NA,NA,11/6/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25242,RH,4/5/2021,4/5/2021,11/6/2020,RCAS Cre,Brain,NA,NA,NA,11/6/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25258,RH,4/5/2021,4/5/2021,11/6/2020,RCAS Cre,Brain,NA,NA,NA,11/6/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25259,RH,4/5/2021,4/5/2021,11/6/2020,RCAS Cre,Brain,NA,NA,NA,11/6/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25260,ZL,2/1/2021,2/1/2021,11/8/2020,RCAS Cre-U6sgRNA-ex2-NF1,full brain,HCI-20-25260,No,NA,11/6/2020,Brain,"swollen head, very sick (skinny and hunched over). ... Brain was completely hollow and extremely swollen full of clear liquid and blood. Harvested all in one piece. No sign of tumor.",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
25261,RH,4/5/2021,4/5/2021,11/6/2020,RCAS Cre,Brain,NA,NA,NA,11/6/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25262,RH,4/5/2021,4/5/2021,11/6/2020,RCAS Cre,Brain,NA,NA,NA,11/6/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25263,RH,4/5/2021,4/5/2021,11/9/2020,RCAS Cre,Brain,NA,NA,NA,11/6/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25264,RH,4/5/2021,4/5/2021,11/9/2020,RCAS Cre,Brain,NA,NA,NA,11/6/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25266,RH,4/6/2021,4/6/2021,11/9/2020,RCAS Cre,Brain,NA,NA,NA,11/7/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25267,RH,4/6/2021,4/6/2021,11/9/2020,RCAS Cre,Brain,NA,NA,NA,11/7/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25268,RH,4/6/2021,4/6/2021,11/9/2020,RCAS Cre,Brain,NA,NA,NA,11/7/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25269,RH,4/6/2021,4/6/2021,11/9/2020,RCAS Cre,Brain,NA,NA,NA,11/7/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25271,RH,4/6/2021,4/6/2021,11/9/2020,RCAS Cre,Brain,NA,NA,NA,11/7/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25272,RH,4/6/2021,4/6/2021,11/9/2020,RCAS Cre,Brain,NA,NA,NA,11/7/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25274,RH,4/6/2021,4/6/2021,11/9/2020,RCAS Cre,Brain,NA,NA,NA,11/7/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25304,RH,4/9/2021,4/9/2021,11/11/2020,RCAS Cre,Brain,NA,NA,NA,11/10/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25305,RH,4/9/2021,4/9/2021,11/11/2020,RCAS Cre,Brain,NA,NA,NA,11/10/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25307,RH,4/9/2021,4/9/2021,11/11/2020,RCAS Cre,Brain,NA,NA,NA,11/10/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25308,RH,4/9/2021,4/9/2021,11/11/2020,RCAS Cre,Brain,NA,NA,NA,11/10/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25309,RH,4/9/2021,4/9/2021,11/11/2020,RCAS Cre,Brain,NA,NA,NA,11/10/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25310,RH,1/20/2021,1/20/2021,11/11/2020,RCAS Cre,B,NA,No,NA,11/10/2020,B,"hunched over, scabs on tail, animal care staff required it be sacked. ... brain appeared deflated",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
25328,RH,4/12/2021,4/12/2021,11/13/2020,RCAS Cre,Brain,NA,NA,NA,11/13/2020,Brain,"end of experiment, looked normal",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25501,RH,4/7/2021,4/7/2021,12/3/2020,RCAS Cre U6-sgRNA NF1 Ex2,"Brain, skin tumor",NA,NA,NA,12/2/2020,"Brain, skin tumor","tumor was just above left eye and was becoming red, as if it was ulcering or becoming irritated. Upon necropsy, tumor was observed to be connected to the skin and not the skull. It may be connected to the audible nerve as part of the tumor seamed to be very close to the ear and was fixed with part of the ear. A peice of tumor was frozen and also used for a cell line.",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25503,ZL,3/4/2021,3/4/2021,12/3/2021,RCAS Cre-U6sgRNA-ex2-NF1,full brain,HCI-21-25503,No,NA,12/2/2020,Brain,"Sick and hunched over, slight domed head.. ... Brain was abnormally large and swollen but no clear sign of tumor tissue found.",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
25504,ZL,2/1/2021,2/1/2021,10/14/2020,RCAS Cre-U6sgRNA-ex2-NF1,"normal brain, small growth found on spine (T2), head tumor T1",HCI-20-25504,No,NA,1/2/2021,Brain,"Large head tumor growing over skull. ... Brain looked normal, tumor frozen, cell line formed (t1) and rest formalin fixed",1,1,NA,NA,NA,NA,NA,NA,NA,NA,T2,T1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25505,ZL,3/4/2021,3/4/2021,12/3/2021,RCAS Cre-U6sgRNA-ex2-NF1,full brain,HCI-21-25505,No,NA,12/2/2020,Brain,"domed head noticed when still alive-swollen brain but found dead so hard to tell.. ... Foun dead, must have died th enight before.. ... Brain was in good condition but hard to tell if swelling was present. Slight domed head noticed when animal was alive.",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
25548,RH,5/10/2021,5/10/2021,12/4/2020,RCAS Cre,Brain,NA,NA,NA,12/4/2020,Brain,experimental endpoint,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25549,RH,5/10/2021,5/10/2021,12/4/2020,RCAS Cre,Brain,NA,NA,NA,12/4/2020,Brain,experimental endpoint,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25550,RH,5/10/2021,5/10/2021,12/4/2020,RCAS Cre,Brain,NA,NA,NA,12/4/2020,Brain,experimental endpoint,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25595,RH,5/10/2021,5/10/2021,12/10/2020,RCAS Cre,Brain,NA,NA,NA,12/9/2020,Brain,experimental endpoint,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25596,RH,5/10/2021,5/10/2021,12/10/2020,RCAS Cre,Brain,NA,NA,NA,12/9/2020,Brain,experimental endpoint,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25597,RH,5/10/2021,5/10/2021,12/10/2020,RCAS Cre,Brain,NA,NA,NA,12/9/2020,Brain,experimental endpoint,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25598,ZL,2/1/2021,2/1/2021,12/10/2020,RCAS Cre-U6sgRNA-ex2-NF1,full brain,HCI-20-25598,No,NA,12/9/2020,Brain,"swollen head, very sick (skinny and hunched over). ... Brain was completely hollow and extremely swollen full of clear liquid and blood. Harvested all in one piece. No sign of tumor.",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
25687,RH,5/20/2021,5/20/2021,12/22/2020,RCAS Cre U6 sgRNA Ex2 NF1,Brain,NA,NA,NA,12/19/2020,Brain,"no abnormalities upon necropsy, sacked for experimental endpoint",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25688,RH,5/20/2021,5/20/2021,12/22/2020,RCAS Cre U6 sgRNA Ex2 NF1,Brain,NA,NA,NA,12/19/2020,"Brain, head tumor","tumor on top of head first observed on 5/19/21, sacked 5/20/21 for experimental endpoint, everything else looks normal upon necropsy, froze part of head tumor and made cell line with it.",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25689,ZL,2/10/2021,2/10/2021,12/22/2021,RCAS Cre-U6sgRNA-ex2-NF1,full brain,HCI-20-25689,No,NA,12/19/2020,Brain,"Paralyzed. ... Brain looked normal, no tumor noted anywhere on body/spinal cord.. ... 2/9/2021 (paralysis)",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
25690,RH,4/13/2021,4/13/2021,12/22/2020,RCAS Cre U6 sgRNA Ex2 NF1,Brain,NA,NA,NA,12/19/2020,Brain,"mouse is showing signs of partial paralysis on 4/7. Head is tilted to one side, but still able to move around. Could have gone longer, but no sense risking mouse dying on own. Necropsy showed bulge in left top of skull, under the left side of brain looked to be a glioma, attached a little to the base of the cranial cavity and partially attached to the brain, sort of mushy, cut some off to freeze and make cell line from as well as fixed the rest with the brain",1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25691,RH,4/7/2021,4/7/2021,12/22/2020,RCAS Cre U6-sgRNA NF1 Ex2,Brain,NA,NA,NA,12/19/2020,Brain,"hind legs were paralyzed, back was hunched as a sign mouse was dehydrating and falling ill",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25692,RH,4/12/2021,4/12/2021,12/22/2020,RCAS Cre U6-sgRNA-Ex2 NF1,"Brain, T1, T2",NA,NA,NA,12/19/2020,"Brain, T1, T2","passed Friday health check, but found dead on Mon. After necropsy, a tumor was visable around right ear (T1) connected to the skull and separate from the skin. A second tumor is seen lower on the neck (T2) it is smaller. Tumors were fixed, brain was fixed too but mushy since this mouse was found dead.",0,1,NA,NA,NA,NA,NA,NA,T2,NA,NA,T1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25693,RH,3/22/2021,3/22/2021,12/22/2020,RCAS Cre U6 sgRNA Ex2 NF1,Brain,NA,NA,NA,12/19/2020,Brain,"hind legs were partially paralyzed. ... One cranial nerve looked enlarged. Not quite big enough to try to also freeze and make a cell line from, and lost it when changing from formalin to EtOH.",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25694,RH,4/9/2021,4/9/2021,12/22/2020,RCAS Cre U6-sgRNA NF1 Ex2,"Brain, mushy mass under brain",NA,NA,NA,12/19/2020,"Brain, mushy mass under brain","mouse was loosing mobility in hind legs and I didn't want to chance it over the weekend. I noticed a mass of tissue under the brain, not sure if it was an enlarged cranial nerve or that ""necrotic"" tissue Zia noticed before. Growing that tissue as a cell line, but too small for fixing it or freezing it as well",0,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25695,RH,3/29/2021,3/29/2021,12/22/2020,RCAS Cre U6 sgRNA Ex2 NF1,Brain and tumor,NA,NA,NA,12/19/2020,Brain and lower back tumor,"limited mobility noticed, later tumor noticed on back. ... Found dead on a Monday. No conditions noticed on Friday. Could have died over weekend.",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
25741,RH,5/21/2021,5/14/2021,12/28/2020,RCAS Cre U6 sgRNA Ex2 NF1,Brain,NA,NA,NA,12/26/2020,"Brain, cranial nerve tumor","mouse looked like it was becoming emanciated and starting to have a hunched back, upon necropsy, there was a cranial nerve tumor somewhat attched to the base of the cranial cavity, and not as attached to the brain. A part of the tumor was fixed with the brain, while another part was frozen and used for a cell line.",1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
25742,RH,4/5/2021,4/5/2021,12/28/2021,RCAS Cre U6 sgRNA Ex2 NF1,Brain cranial nerve tumor,NA,NA,NA,12/26/2020,"Brain, cranial nerve tumor","partially paralyzed, small mass could be part of cerebellum or could be a tumor, only did FFPE with it",1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
25743,ZL,3/17/2021,3/17/2021,12/28/2021,RCAS Cre-U6sgRNA-ex2-NF1,full brain,HCI-21-25743,No,NA,12/26/2020,Brain,Sacked to tumor size. ... Massive tumor encasing head. Brain unremovable. Cryo sample collected and cell line started,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25744,RH,3/26/2021,3/26/2021,12/28/2020,RCAS Cre U6 sgRNA Ex2 NF1,"Brain, tumor, and that white mass",NA,NA,NA,12/26/2020,"Brain, tumor, and some white mass between the brain and the tumor.","looks normal except for large tumor on left side of head. ... Head tumor was cut off, had vein on the outside but very dense and white on the inside. Skull underneith looked rough, but couldn't tell if tumor penetrated the skull or was growing from and eye or ear canal. Had to cut the skull to remove brain, and noticed a white mass on top of the left hemesphere. It wasn't connected to it, but was indenting the brain (might be able to see the indent on H&E), not clear if this penetrated the skull or not.",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
25745,RH,4/12/2021,4/12/2021,12/28/2020,RCAS Cre U6-sgRNA-Ex2 NF1,"Brain, T1, T2",NA,NA,NA,12/26/2020,"Brain, T1, T2","only partially paralyzed, but looked very emanciated, so had to sack, small white spot on top center of skull (T1), not sure if that is anything, but fixed it anyway. Tumor was visible around the base of the spine, cross section of the spine was fixed (with bone), and piece of tumor was made into a cell line.",0,1,NA,NA,NA,1,NA,NA,NA,NA,T2,T1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25747,RH,4/13/2021,4/15/2021,12/28/2020,RCAS Cre U6 sgRNA Ex2 NF1,Brain,NA,NA,NA,12/26/2020,Brain,"loosing mobility in hind legs 4/12, not fully paralyzed, but looking worse, with urine stains on fur, upon necropsy - normal looking brain, no spine tumors, enlarged bladder, possibly suffering from some infection or blockage",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
