mouse_num,resultant_geno,notes_bhe,scan1,scan2,scan3,sample1,sample2,sample3,sheri_has_seen_h_e,nec_performed,src,exclude,metadata,needs_sample
25260,nf1 wt; pten KO; ink KO; atrx KO,"no glioma observable, but tissue was all tore up due to hydrocephalus",,,,NFG14-022-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
25261,nf1 wt; pten KO; ink KO; atrx KO,no glioma observable,,,,NFG14-023-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH + RE,,,0
25262,nf1 wt; pten KO; ink KO; atrx KO,no glioma observable,,,,NFG14-024-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH + RE,,,0
25263,nf1 wt; pten KO; ink KO; atrx KO,no glioma observable,,,,NFG14-025-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH + RE,,,0
25264,nf1 wt; pten KO; ink KO; atrx KO,no glioma observable,,,,NFG14-026-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH + RE,,,0
25266,nf1 wt; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-027-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH + RE,,,0
25267,nf1 wt; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-028-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH + RE,,,0
25268,nf1 wt; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-029-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH + RE,,,0
25269,nf1 wt; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-030-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH + RE,,,0
25270,nf1 wt; pten KO; ink KO; atrx wt,,,,,,,,,,RH,,,1
25271,nf1 wt; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-031-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH + RE,,,0
25272,nf1 wt; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-032-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH + RE,,,0
25274,nf1 wt; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-033-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH + RE,,,0
25304,nf1 wt; pten KO; ink KO; atrx wt,,,,,,,,,1,RH + RE,,,1
25305,nf1 wt; pten KO; ink KO; atrx wt,,,,,,,,,1,RH + RE,,,1
25306,nf1 wt; pten KO; ink KO; atrx wt,,,,,,,,,,RH,1,excluded because was designated for exclusion on rick's excel sheet. No excplicit reason given. ,1
25307,nf1 wt; pten KO; ink KO; atrx wt,,,,,,,,,1,RH + RE,,,1
25308,nf1 wt; pten KO; ink KO; atrx wt,,,,,,,,,1,RH + RE,,,1
25309,nf1 wt; pten KO; ink KO; atrx wt,,,,,,,,,1,RH + RE,,,1
25310,nf1 wt; pten KO; ink KO; atrx wt,"no glioma observable, brain looks deflated",,,,NFG14-034-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH + RE,2,conflicting death dates. 2021-04-09 vs 2021-01-20,0
25327,nf1 wt; pten KO; ink KO; atrx KO,,,,,,,,,,RH,1,excluded because was designated for exclusion on rick's excel sheet. No excplicit reason given. ,1
25328,nf1 wt; pten KO; ink KO; atrx KO,,,,,,,,,1,RH + RE,,,1
25329,nf1 wt; pten KO; ink KO; atrx KO,,,,,,,,,,RH,1,excluded because was designated for exclusion on rick's excel sheet. No excplicit reason given. ,1
25330,nf1 wt; pten KO; ink KO; atrx KO,,,,,,,,,,RH,1,excluded because was designated for exclusion on rick's excel sheet. No excplicit reason given. ,1
25331,nf1 wt; pten KO; ink KO; atrx KO,,,,,,,,,,RH,1,excluded because was designated for exclusion on rick's excel sheet. No excplicit reason given. ,1
25332,nf1 wt; pten KO; ink KO; atrx KO,,,,,,,,,,RH,1,excluded because was designated for exclusion on rick's excel sheet. No excplicit reason given. ,1
25499,nf1 KO; pten KO; ink KO; atrx KO,,,,,,,,,,RH,,,1
25500,nf1 KO; pten KO; ink KO; atrx KO,,,,,,,,,,RH,,,1
25501,nf1 KO; pten KO; ink KO; atrx KO,no glioma observable,,,,NFG14-035-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
25502,nf1 KO; pten KO; ink KO; atrx KO,,,,,,,,,,RH,,,1
25503,nf1 KO; pten KO; ink KO; atrx KO,"neurons are visible within the tumor, suggesting this is a PNST, not infiltrating, looks leptomeningeal, Ki67 positive, pERK low",25503.B.H&E.2021-07-08,,,"NFG06-041-NF1 NON-GLIOMAS NTVA H&E, KI67, PERK, UNSTAINED",NFG14-036-NF-1 N-TVA ORIGINAL H&E 25085-26280,,yes,1,RH,,,0
25504,nf1 KO; pten KO; ink KO; atrx KO,no glioma observable,,,,NFG14-037-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
25505,nf1 KO; pten KO; ink KO; atrx KO,no glioma observable,,,,NFG14-040-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
25548,nf1 wt; pten KO; ink KO; atrx KO,,,,,,,,,1,RH + RE,,,1
25549,nf1 wt; pten KO; ink KO; atrx KO,,,,,,,,,1,RH + RE,,,1
25550,nf1 wt; pten KO; ink KO; atrx KO,,,,,,,,,1,RH + RE,,,1
25595,nf1 wt; pten KO; ink KO; atrx KO,,,,,,,,,1,RH + RE,,,1
25596,nf1 wt; pten KO; ink KO; atrx KO,,,,,,,,,1,RH + RE,,,1
25597,nf1 wt; pten KO; ink KO; atrx KO,,,,,,,,,1,RH + RE,,,1
25598,nf1 wt; pten KO; ink KO; atrx KO,"no glioma observable, but tissue was all tore up due to hydrocephalus",,,,NFG14-041-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH + RE,2,conflicting death dates. 2021-05-10 vs 2021-02-03,0
25687,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-042-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
25688,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-043-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
25689,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-044-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
25690,nf1 KO; pten KO; ink KO; atrx wt,"high grade glioma on center and back sections, possibly left side of mouse, Ki67 positivity extends into the brain, pERK slide was scrapped off a bit, but primarily positive along the edge and not extending into the brain, PTEN is lower in the tumor not extending into the brain and darker on side edge",25690.B.H&E.2021-09-16,,,NFG04-075-NF1 GLIOMA SERIAL H&E UNSTAINED + PTEN,,,yes,1,RH,,,0
25691,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-045-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
25692,nf1 KO; pten KO; ink KO; atrx wt,looks like a tumor is partially attached to the brain,25692.B.H&E.2021-07-09,,,NFG14-046-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
25693,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-047-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
25694,nf1 KO; pten KO; ink KO; atrx wt,"glioma is at the base of the brain in the center section as well as in the center of the brain near the split, Ki67 and pERK are slightly more prevelant in tumor areas, PTEN doesn't look any different than normal tissue",25694.B.H&E.2021-07-09,25694.B.H&E.2021-09-16,,NFG04-076-NF1 GLIOMA SERIAL H&E UNSTAINED + PTEN,NFG14-048-NF-1 N-TVA ORIGINAL H&E 25085-26280,,yes,1,RH,,,0
25695,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-049-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
25741,nf1 KO; pten KO; ink KO; atrx wt,"large high grade glioma on the back section of the brain toward the mouse's right side, some pallisading necrosis and vasculature, Ki67 is more positive towards the brain side and more negative towards the edge, pERK is positive throughout excluding the necrotic spots, PTEN is off in the tumor except for vasculature, but PTEN is also not very strong in the rest of the brain",25741.B.H&E.2021-09-16,,,NFG04-077-NF1 GLIOMA SERIAL H&E UNSTAINED + PTEN,NFG14-050-NF-1 N-TVA ORIGINAL H&E 25085-26280,,yes,1,RH,,,0
25742,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-051-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
25743,nf1 KO; pten KO; ink KO; atrx wt,"no glioma observable, but head tumor is there and Sheri says it looks like melanomas do",,,,NFG14-052-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
25744,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-053-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
25745,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-054-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
25746,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-055-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,,RH,,,0
25747,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-056-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
25748,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-057-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
25763,nf1 KO; pten KO; ink KO; atrx wt,,,,,,,,,,RH,,,1
25764,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-058-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
25765,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-059-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,,RH,,,0
25766,nf1 KO; pten KO; ink KO; atrx wt,"no glioma observable, brain looks like it was hollow",,,,NFG14-060-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
25767,nf1 KO; pten KO; ink KO; atrx wt,"large glioma on the bottom side of the center section and back section (probably right side of the brain), neurons are visible within the tumor, Ki67 is higher in some areas, but not that high and they correlate with pERK, PTEN is still expressed in most of the tumor but there are some patterns that don't look like a staining artifact",25767.B.H&E.2021-07-09,25767.B.H&E.2021-09-16,,NFG14-061-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
25782,nf1 wt; pten KO; ink KO; atrx KO,,,,,,,,,1,RH + RE,,conflicting injection dates. Used Rick's data. 2020-12-29 vs 2020-12-30,1
25783,nf1 wt; pten KO; ink KO; atrx KO,,,,,,,,,1,RH + RE,,conflicting injection dates. Used Rick's data. 2020-12-29 vs 2020-12-30,1
25784,nf1 wt; pten KO; ink KO; atrx KO,,,,,,,,,1,RH + RE,,conflicting injection dates. Used Rick's data. 2020-12-29 vs 2020-12-30,1
25785,nf1 wt; pten KO; ink KO; atrx KO,,,,,,,,,1,RH + RE,,conflicting injection dates. Used Rick's data. 2020-12-29 vs 2020-12-30,1
25786,nf1 wt; pten KO; ink KO; atrx KO,"no glioma observable, brain looks like it was from a dead mouse, lots of blood vessels visible",,,,NFG14-062-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
25787,nf1 wt; pten KO; ink KO; atrx KO,,,,,,,,,1,RH + RE,,conflicting injection dates. Used Rick's data. 2020-12-29 vs 2020-12-30,1
25788,nf1 wt; pten KO; ink KO; atrx KO,,,,,,,,,1,RH + RE,,conflicting injection dates. Used Rick's data. 2020-12-29 vs 2020-12-30,1
26007,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,,,,yes,1,RH + RE,,,1
26008,nf1 KO; pten KO; ink KO; atrx wt,no glioma,,,,NFG14-063-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
26009,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG01-049-NF1 GLIOMA EXTRACRANIAL TUMORS #2,,,yes,1,RH + RE,,,0
26010,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,,,,yes,1,RH + RE,,,1
26011,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-065-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH + RE,,,0
26012,nf1 KO; pten KO; ink KO; atrx wt,"small low grade glioma towards the lower side of the front section, rosette pattern, not much Ki67, pERK negative, PTEN has a weird staining artifact",26012.B.H&E.2021-07-09,26012.B.H&E.2021-09-16,26012.B.H&E.2022-04-06,NFG02-030-NF1 GLIOMAS BRAIN TUMORS (GLIOMA),NFG14-064-NF-1 N-TVA ORIGINAL H&E 25085-26280,,yes,,RH + RE,,,0
26013,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-066-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
26014,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,,,,yes,1,RH + RE,,,1
26022,nf1 KO; pten KO; ink KO; atrx KO,no glioma observable,,,,NFG14-067-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH + RE,,,0
26023,nf1 KO; pten KO; ink KO; atrx KO,no glioma observable,,,,NFG14-068-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH + RE,,,0
26024,nf1 KO; pten KO; ink KO; atrx KO,"no glioma observable, but head tumor is there, Sheri says the head tumors look similar to melanomas",,,,NFG14-069-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
26037,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG02-006-NF1 GLIOMA EXTRACRANIAL TUMORS,,,yes,1,RH + RE,,,0
26038,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-070-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
26039,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-071-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
26040,nf1 KO; pten KO; ink KO; atrx wt,"no glioma observable, but you can tell it was found dead",,,,NFG14-072-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
26061,nf1 KO; pten KO; ink KO; atrx wt,"no glioma observable, but you can tell it was found dead",,,,NFG14-073-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,2,non-matching dob's. Used genotyping dob. 2021-01-25 vs. 2021-01-24,0
26062,nf1 KO; pten KO; ink KO; atrx wt,"no glioma observable, but you can tell it was found dead",,,,NFG14-074-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,2,non-matching dob's. Used genotyping dob. 2021-01-25 vs. 2021-01-24,0
26063,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-075-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,2,non-matching dob's. Used genotyping dob. 2021-01-25 vs. 2021-01-24,0
26064,nf1 KO; pten KO; ink KO; atrx wt,"no glioma observable, tumor outside of skull looks like melanomas do according to Sheri",,,,NFG14-076-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,2,non-matching dob's. Used genotyping dob. 2021-01-25 vs. 2021-01-24,0
26065,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-078-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,2,non-matching dob's. Used genotyping dob. 2021-01-25 vs. 2021-01-24,0
26066,nf1 KO; pten KO; ink KO; atrx wt,"Sheri noticed an area of increased cellular density in the brain H&E, Ki67+, pERK-",26066.B.H&E.2021-07-09,26066.B.H&E.2021-09-16,,NFG04-079-NF1 GLIOMA SERIAL H&E UNSTAINED + PTEN,NFG14-079-NF-1 N-TVA ORIGINAL H&E 25085-26280,,yes,1,RH,2,non-matching dob's. Used genotyping dob. 2021-01-25 vs. 2021-01-24,0
26067,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-080-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,2,non-matching dob's. Used genotyping dob. 2021-01-25 vs. 2021-01-24,0
26068,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-082-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,2,non-matching dob's. Used genotyping dob. 2021-01-25 vs. 2021-01-24,0
26069,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-083-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,2,non-matching dob's. Used genotyping dob. 2021-01-25 vs. 2021-01-24,0
26137,nf1 KO; pten KO; ink KO; atrx wt,"small glioma on the bottom edge of the center section, there is some Ki67+, but pERK is negative, PTEN looks lower in the tumor, exclude from pERK quantification because it was found dead",26137.B.H&E.2021-07-09,26137.B.H&E.2021-09-16,,NFG04-080-NF1 GLIOMA SERIAL H&E UNSTAINED + PTEN,NFG14-084-NF-1 N-TVA ORIGINAL H&E 25085-26280,,yes,1,RH,,,0
26138,nf1 KO; pten KO; ink KO; atrx wt,"high grade glioma at the top and center of all 3 sections, pallisading necrosis and vasculature, Ki67 has diverse regions of low and high, pERK was damaged in spots, PTEN looks low overall except for blood vessels and very distinct on and off areas within the tumor",26138.B.H&E.2021-09-16,,,NFG04-081-NF1 GLIOMA SERIAL H&E UNSTAINED + PTEN,,,yes,,RH,,,0
26139,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-085-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
26140,nf1 KO; pten KO; ink KO; atrx wt,"intracrannial tumor doesn't look like it is infiltrating, Ki67+, a little p-ERK+",,,,"NFG06-044-NF1 NON-GLIOMAS NTVA H&E, KI67, PERK, UNSTAINED",,,yes,1,RH,,,0
26141,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-086-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
26142,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-087-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
26143,nf1 KO; pten KO; ink KO; atrx wt,"low grade glioma in all sections, lots of variability in Ki67 and pERK, PTEN has clear off regions",26143.B.H&E.2021-09-16,,,NFG04-082-NF1 GLIOMA SERIAL H&E UNSTAINED + PTEN,,,yes,1,RH,,,0
26274,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,,,,yes,1,RH + RE,,,1
26275,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-088-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
26276,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-089-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH + RE,,,0
26277,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-090-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
26278,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG14-091-NF-1 N-TVA ORIGINAL H&E 25085-26280,,,yes,1,RH,,,0
26279,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,,,,yes,1,RH + RE,,,1
26280,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,26280.B.H&E.2022-06-07,,,NFG01-079-MISC SLIDES,,,yes,1,RH + RE,,,0
26281,nf1 KO; pten KO; ink KO; atrx wt,"possible tumor present on base of front section of the brain, Sheri says tumor cells on outside of brain starting to infiltrate",26281.B.H&E.2022-05-20,,,NFG02-024-NF1 GLIOMA INTRACRANIAL TUMORS/POSSIBLE OPG,,,yes,1,RH + RE,,,0
26282,nf1 KO; pten KO; ink KO; atrx wt,no glioma observable,,,,NFG04-053-NF1 N-TVA ORIGINAL H&E 26281-26311,,,yes,1,RH,,,0
26305,nf1 KO; pten KO; ink KO; atrx KO,"no glioma observable, but head tumor is there, Sheri says the head tumors look similar to melanomas",,,,NFG04-054-NF1 N-TVA ORIGINAL H&E 26281-26311,,,yes,1,RH + RE,,,0
26306,nf1 KO; pten KO; ink KO; atrx KO,no glioma observable,,,,NFG04-055-NF1 N-TVA ORIGINAL H&E 26281-26311,,,yes,,RH + RE,,,0
26307,nf1 KO; pten KO; ink KO; atrx KO,no glioma observable,,,,NFG04-056-NF1 N-TVA ORIGINAL H&E 26281-26311,,,yes,1,RH + RE,,,0
26308,nf1 KO; pten KO; ink KO; atrx KO,no glioma observable,,,,NFG04-057-NF1 N-TVA ORIGINAL H&E 26281-26311,,,yes,1,RH + RE,,,0
26309,nf1 KO; pten KO; ink KO; atrx KO,no glioma observable,,,,NFG04-058-NF1 N-TVA ORIGINAL H&E 26281-26311,,,yes,,RH + RE,,,0
26310,nf1 KO; pten KO; ink KO; atrx KO,no glioma observable,,,,NFG04-059-NF1 N-TVA ORIGINAL H&E 26281-26311,,,yes,1,RH + RE,,,0
26311,nf1 KO; pten KO; ink KO; atrx KO,no glioma observable,,,,NFG04-060-NF1 N-TVA ORIGINAL H&E 26281-26311,,,yes,1,RH + RE,,,0
28200,nf1 KO; pten KO; ink KO; atrx wt,,,,,NFG01-048-NF1 GLIOMA EXTRACRANIAL TUMORS #2,,,,1,RH + RE,,,0
28201,nf1 KO; pten KO; ink KO; atrx wt,,,,,,,,,,RH + RE,,,1
28202,nf1 KO; pten KO; ink KO; atrx wt,,,,,NFG01-083-MISC SLIDES,,,,1,RH + RE,,,0
28203,nf1 KO; pten KO; ink KO; atrx wt,,,,,NFG01-094-NF1 GLIOMA EXTRACRANIAL TUMORS,,,,1,RH + RE,,,0
28204,nf1 KO; pten KO; ink KO; atrx wt,,,,,NFG01-076-MISC SLIDES,,,,1,RH + RE,,,0
28205,nf1 KO; pten KO; ink KO; atrx wt,,28205.B.H&E.2022-04-06,,,NFG02-034-NF1 GLIOMAS BRAIN TUMORS (GLIOMA),,,,1,RH + RE,,,0
28206,nf1 KO; pten KO; ink KO; atrx wt,,,,,,,,,,RH + RE,,,1
28207,nf1 KO; pten KO; ink KO; atrx wt,,,,,NFG01-089-NF1 GLIOMA BRAINS FROM MICE WITH OTHER TUMORS,,,,1,RH + RE,,,0
28208,nf1 KO; pten KO; ink KO; atrx wt,,,,,NFG02-009-NF1 GLIOMA EXTRACRANIAL TUMORS,,,,1,RH + RE,,,0
28525,nf1 KO; pten KO; ink KO; atrx KO,,,,,NFG01-001-NF1 GLIOMA,,,,,RH + RE,,,0
28526,nf1 KO; pten KO; ink KO; atrx KO,,,,,"NFG15-041-NF1 ALL ALLELES CAS9 F/F ""AA""/ NF1 GLIOMA ""NF1 PROJECT"" ATRX F/F NF1",,,,1,RH + RE,,,0
28527,nf1 KO; pten KO; ink KO; atrx KO,,,,,,,,,1,RH + RE,,,1
28528,nf1 KO; pten KO; ink KO; atrx KO,,,,,"NFG15-035-NF1 ALL ALLELES CAS9 F/F ""AA""/ NF1 GLIOMA ""NF1 PROJECT"" ATRX F/F NF1",,,,1,RH + RE,,,0
28529,nf1 KO; pten KO; ink KO; atrx KO,,,,,"NFG15-023-NF1 ALL ALLELES CAS9 F/F ""AA""/ NF1 GLIOMA ""NF1 PROJECT"" ATRX F/F NF1",,,,1,RH + RE,,,0
28530,nf1 KO; pten KO; ink KO; atrx KO,,,,,NFG01-002-NF1 GLIOMA,,,,1,RH + RE,,,0
28531,nf1 KO; pten KO; ink KO; atrx KO,,,,,NFG01-003-NF1 GLIOMA,,,,1,RH + RE,,,0
28532,nf1 KO; pten KO; ink KO; atrx KO,,,,,,,,,1,RH + RE,,,1
28708,nf1 KO; pten wt; ink wt; atrx wt,,,,,NFG04-020-NF1 GLIOMA H&E 29406,,,,1,RE,,,0
28709,nf1 KO; pten wt; ink wt; atrx wt,,,,,NFG04-038-NF1 GLIOMA H&E 28708-29388,,,,1,RE,,,0
28710,nf1 KO; pten wt; ink wt; atrx wt,,,,,NFG04-039-NF1 GLIOMA H&E 28708-29388,,,,1,RE,,,0
28780,nf1 KO; pten wt; ink wt; atrx wt,,,,,NFG04-023-NF1 GLIOMA H&E 29406,,,,1,RE,,,0
28781,nf1 KO; pten wt; ink wt; atrx wt,,,,,NFG04-040-NF1 GLIOMA H&E 28708-29388,,,,1,RE,,,0
28782,nf1 KO; pten wt; ink wt; atrx wt,,,,,NFG04-041-NF1 GLIOMA H&E 28708-29388,,,,1,RE,,,0
28783,nf1 KO; pten wt; ink wt; atrx wt,,,,,NFG04-042-NF1 GLIOMA H&E 28708-29388,,,,1,RE,,,0
28784,nf1 KO; pten wt; ink wt; atrx wt,,,,,NFG04-043-NF1 GLIOMA H&E 28708-29388,,,,1,RE,,,0
29161,nf1 KO; pten wt; ink wt; atrx wt,NED but check pathology?,,,,NFG04-061-NA,,,,1,RE,,,0
29162,nf1 KO; pten wt; ink wt; atrx wt,NED but check pathology?,,,,NFG04-063-NA,,,,1,RE,,,0
29163,nf1 KO; pten wt; ink wt; atrx wt,,,,,NFG04-044-NF1 GLIOMA H&E 28708-29388,,,,1,RE,,,0
29164,nf1 KO; pten wt; ink wt; atrx wt,,,,,NFG04-046-NF1 GLIOMA H&E 28708-29388,,,,1,RE,,,0
29165,nf1 KO; pten wt; ink wt; atrx wt,,,,,,,,,1,RE,,,1
29166,nf1 KO; pten wt; ink wt; atrx wt,,,,,NFG04-049-NF1 GLIOMA H&E 28708-29388,,,,1,RE,,,0
29385,nf1 KO; pten wt; ink KO; atrx wt,,,,,NFG04-028-NF1 GLIOMA H&E 29406,,,,1,RE,,,0
29386,nf1 KO; pten wt; ink KO; atrx wt,,,,,NFG04-051-NF1 GLIOMA H&E 28708-29388,,,,1,RE,,,0
29387,nf1 KO; pten wt; ink KO; atrx wt,Infiltrating Astrocytoma,29387.B.H&E.2022-05-20,,,NFG02-043-NF1 GLIOMA N-TVA::CDKN2A F/F ; H11 LSL CAS9 AND N-TVA::H11 LSL CAS9 SLIDES,,,,1,RE,,,0
29388,nf1 KO; pten wt; ink KO; atrx wt,,,,,NFG04-030-NF1 GLIOMA H&E 29406,,,,,RE,,,0
29389,nf1 KO; pten wt; ink KO; atrx wt,,,,,NFG04-001-NF1 GLIOMA H&E 29289-29405,,,,,RE,2,conflicting death dates in cohort vs. genotyping files. 2022-06-10 vs. 2022-07-19 used cohort date but can exclude from analysis if desired.,0
29390,nf1 KO; pten wt; ink KO; atrx wt,,,,,NFG04-003-NF1 GLIOMA H&E 29289-29405,,,,,RE,2,conflicting death dates in cohort vs. genotyping files. 2022-06-10 vs. 2022-07-19 used cohort date but can exclude from analysis if desired.,0
29397,nf1 KO; pten wt; ink wt; atrx wt,,,,,NFG04-005-NF1 GLIOMA H&E 29289-29405,,,,1,RE,,,0
29398,nf1 KO; pten wt; ink wt; atrx wt,,,,,NFG04-007-NF1 GLIOMA H&E 29289-29405,,,,1,RE,,,0
29399,nf1 KO; pten wt; ink wt; atrx wt,,,,,NFG04-036-NF1 GLIOMA H&E 29406,,,,1,RE,,,0
29400,nf1 KO; pten wt; ink wt; atrx wt,,,,,NFG04-010-NF1 GLIOMA H&E 29289-29405,,,,1,RE,,,0
29401,nf1 KO; pten wt; ink wt; atrx wt,,,,,NFG04-012-NF1 GLIOMA H&E 29289-29405,,,,1,RE,,,0
