,,,,,,,,
slot,Mouse ID,Organ,Stain,note,Box Label,sample type,Loc,container
1,29389,b,he,,Nf1 glioma H&E 29289-29405,Slide,NFG04,Green Slide Box
2,29389,on,he,,Nf1 glioma H&E 29289-29405,Slide,NFG04,Green Slide Box
3,29390,b,he,,Nf1 glioma H&E 29289-29405,Slide,NFG04,Green Slide Box
4,29390,on,he,,Nf1 glioma H&E 29289-29405,Slide,NFG04,Green Slide Box
5,29397,b,he,,Nf1 glioma H&E 29289-29405,Slide,NFG04,Green Slide Box
6,29397,on,he,,Nf1 glioma H&E 29289-29405,Slide,NFG04,Green Slide Box
7,29398,b,he,,Nf1 glioma H&E 29289-29405,Slide,NFG04,Green Slide Box
8,29398,on,he,,Nf1 glioma H&E 29289-29405,Slide,NFG04,Green Slide Box
9,29399,on,he,,Nf1 glioma H&E 29289-29405,Slide,NFG04,Green Slide Box
10,29400,b,he,,Nf1 glioma H&E 29289-29405,Slide,NFG04,Green Slide Box
11,29400,on,he,,Nf1 glioma H&E 29289-29405,Slide,NFG04,Green Slide Box
12,29401,b,he,,Nf1 glioma H&E 29289-29405,Slide,NFG04,Green Slide Box
13,29401,on,he,,Nf1 glioma H&E 29289-29405,Slide,NFG04,Green Slide Box
14,29403,on,he,,Nf1 glioma H&E 29289-29405,Slide,NFG04,Green Slide Box
15,29404,on,he,,Nf1 glioma H&E 29289-29405,Slide,NFG04,Green Slide Box
16,29405,b,he,,Nf1 glioma H&E 29289-29405,Slide,NFG04,Green Slide Box
17,29405,on,he,,Nf1 glioma H&E 29289-29405,Slide,NFG04,Green Slide Box
18,29406,b,he,,Nf1 glioma H&E 29406,Slide,NFG04,Green Slide Box
19,29406,on,he,,Nf1 glioma H&E 29406,Slide,NFG04,Green Slide Box
20,28708,b,he,,Nf1 glioma H&E 29406,Slide,NFG04,Green Slide Box
21,28708,b,ki67,te 7/21/22,Nf1 glioma H&E 29406,Slide,NFG04,Green Slide Box
22,28708,b,perk,te 7/27/22,Nf1 glioma H&E 29406,Slide,NFG04,Green Slide Box
23,28780,b,he,,Nf1 glioma H&E 29406,Slide,NFG04,Green Slide Box
24,28780,b,perk,te 7/27,Nf1 glioma H&E 29406,Slide,NFG04,Green Slide Box
25,28780,b,ki67,te 7/21,Nf1 glioma H&E 29406,Slide,NFG04,Green Slide Box
26,29388,on,he,,Nf1 glioma H&E 29406,Slide,NFG04,Green Slide Box
27,29388,on,ki67,te 8/4/22,Nf1 glioma H&E 29406,Slide,NFG04,Green Slide Box
28,29385,b,he,,Nf1 glioma H&E 29406,Slide,NFG04,Green Slide Box
29,29386,b,ki67,te 8/4/22,Nf1 glioma H&E 29406,Slide,NFG04,Green Slide Box
30,29388,b,he,,Nf1 glioma H&E 29406,Slide,NFG04,Green Slide Box
31,29388,b,ki67,te 8/4/22,Nf1 glioma H&E 29406,Slide,NFG04,Green Slide Box
32,29403,b,he,,Nf1 glioma H&E 29406,Slide,NFG04,Green Slide Box
33,29403,b,ki67,te 8/4/22,Nf1 glioma H&E 29406,Slide,NFG04,Green Slide Box
34,29404,b,he,*,Nf1 glioma H&E 29406,Slide,NFG04,Green Slide Box
35,29404,b,ki67,* te 8/4//22,Nf1 glioma H&E 29406,Slide,NFG04,Green Slide Box
36,29399,b,he,,Nf1 glioma H&E 29406,Slide,NFG04,Green Slide Box
37,29399,b,ki67,te 8/4/22,Nf1 glioma H&E 29406,Slide,NFG04,Green Slide Box
38,28709,b,he,,Nf1 glioma H&E 28708-29388,Slide,NFG04,Green Slide Box
39,28710,b,he,,Nf1 glioma H&E 28708-29388,Slide,NFG04,Green Slide Box
40,28781,b,he,,Nf1 glioma H&E 28708-29388,Slide,NFG04,Green Slide Box
41,28782,b,he,,Nf1 glioma H&E 28708-29388,Slide,NFG04,Green Slide Box
42,28783,b,he,,Nf1 glioma H&E 28708-29388,Slide,NFG04,Green Slide Box
43,28784,b,he,,Nf1 glioma H&E 28708-29388,Slide,NFG04,Green Slide Box
44,29163,b,he,,Nf1 glioma H&E 28708-29388,Slide,NFG04,Green Slide Box
45,29163,on,he,,Nf1 glioma H&E 28708-29388,Slide,NFG04,Green Slide Box
46,29164,b,he,,Nf1 glioma H&E 28708-29388,Slide,NFG04,Green Slide Box
47,29164,on,he,,Nf1 glioma H&E 28708-29388,Slide,NFG04,Green Slide Box
48,29168,b,he,,Nf1 glioma H&E 28708-29388,Slide,NFG04,Green Slide Box
49,29166,b,he,,Nf1 glioma H&E 28708-29388,Slide,NFG04,Green Slide Box
50,29385,on,he,,Nf1 glioma H&E 28708-29388,Slide,NFG04,Green Slide Box
51,29386,b,he,,Nf1 glioma H&E 28708-29388,Slide,NFG04,Green Slide Box
52,29386,on,he,,Nf1 glioma H&E 28708-29388,Slide,NFG04,Green Slide Box
53,26282,b,he,,Nf1 N-tva original H&E 26281-26311,Slide,NFG04,Green Slide Box
54,26305,b,he,,Nf1 N-tva original H&E 26281-26311,Slide,NFG04,Green Slide Box
55,26306,b,he,,Nf1 N-tva original H&E 26281-26311,Slide,NFG04,Green Slide Box
56,26307,b,he,,Nf1 N-tva original H&E 26281-26311,Slide,NFG04,Green Slide Box
57,26308,b,he,,Nf1 N-tva original H&E 26281-26311,Slide,NFG04,Green Slide Box
58,26309,b,he,,Nf1 N-tva original H&E 26281-26311,Slide,NFG04,Green Slide Box
59,26310,b,he,,Nf1 N-tva original H&E 26281-26311,Slide,NFG04,Green Slide Box
60,26311,b,he,,Nf1 N-tva original H&E 26281-26311,Slide,NFG04,Green Slide Box
61,29161,b,he,cas9,,Slide,NFG04,Green Slide Box
62,29161,b,perk,cas9,,Slide,NFG04,Green Slide Box
63,29162,b,he,cas9,,Slide,NFG04,Green Slide Box
64,29162,b,perk,cas9,,Slide,NFG04,Green Slide Box
65,23291,b,he,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
66,23294,b,he,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
67,23527,b,he,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
68,23785,b,he,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
69,23786,b,he,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
70,23792,b,he,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
71,23823,b,he,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
72,23866,b,he,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
73,23966,b,he,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
74,25025,b,he,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
75,25690,b,he,original,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
76,25694,b,he,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
77,25741,b,he,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
78,25797,b,he,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
79,26066,b,he,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
80,26137,b,he,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
81,26138,b,he,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
82,26143,b,he,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
83,23291,b,pten,9/21/21,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
84,23294,b,pten,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
85,23527,b,pten,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
86,23785,b,pten,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
87,23786,b,pten,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
88,23792,b,pten,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
89,23823,b,pten,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
90,23866,b,pten,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
91,23966,b,pten,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
92,25025,b,pten,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
93,25690,b,pten,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
94,25694,b,pten,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
95,25741,b,pten,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
96,25767,b,pten,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
97,26066,b,pten,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
98,26137,b,pten,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
99,26138,b,pten,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
100,26143,b,pten,,nf1 glioma serial H&E unstained + pten,Slide,NFG04,Green Slide Box
,,,,,,,,
,,,,,,,,
1,23785,b,pten,,nf1 glioma serial H&E unstained + pten,Slide,NFG05,White Slide Box
2,23786,b,pten,,nf1 glioma serial H&E unstained + pten,Slide,NFG05,White Slide Box
3,23821,b,pten,pos control,nf1 glioma serial H&E unstained + pten,Slide,NFG05,White Slide Box
4,23821,b,pten,neg control no 1 ab,nf1 glioma serial H&E unstained + pten,Slide,NFG05,White Slide Box
5,23823,b,pten,,nf1 glioma serial H&E unstained + pten,Slide,NFG05,White Slide Box
6,25238,h,he,,nf1 glioma serial H&E unstained + pten,Slide,NFG05,White Slide Box
7,23294,b,unst,,nf1 glioma serial H&E unstained + pten,Slide,NFG05,White Slide Box
8,23527,b,unst,,nf1 glioma serial H&E unstained + pten,Slide,NFG05,White Slide Box
9,23866,b,unst,,nf1 glioma serial H&E unstained + pten,Slide,NFG05,White Slide Box
10,25690,b,unst,,nf1 glioma serial H&E unstained + pten,Slide,NFG05,White Slide Box
11,25690,b,unst,,nf1 glioma serial H&E unstained + pten,Slide,NFG05,White Slide Box
12,25694,b,unst,,nf1 glioma serial H&E unstained + pten,Slide,NFG05,White Slide Box
13,25741,b,unst,,nf1 glioma serial H&E unstained + pten,Slide,NFG05,White Slide Box
14,26137,b,unst,,nf1 glioma serial H&E unstained + pten,Slide,NFG05,White Slide Box
15,26138,b,unst,,nf1 glioma serial H&E unstained + pten,Slide,NFG05,White Slide Box
16,26143,b,unst,,nf1 glioma serial H&E unstained + pten,Slide,NFG05,White Slide Box
17,25238,h,unst,,nf1 glioma serial H&E unstained + pten,Slide,NFG05,White Slide Box
18,25238,h,unst,,nf1 glioma serial H&E unstained + pten,Slide,NFG05,White Slide Box
19,25238,h,unst,,nf1 glioma serial H&E unstained + pten,Slide,NFG05,White Slide Box
20,22843,b,nf1,nf1 1:200 tva-,nf1 optimization ab slides tva- brains 9/1/20 ZL / nf1 big tumor slides #1 + tva -,Slide,NFG05,White Slide Box
21,22843,b,nf1,nf1 1:400 tva-,nf1 optimization ab slides tva- brains 9/1/20 ZL / nf1 big tumor slides #1 + tva -,Slide,NFG05,White Slide Box
22,22843,b,nf1,nf1 1:800 tva-,nf1 optimization ab slides tva- brains 9/1/20 ZL / nf1 big tumor slides #1 + tva -,Slide,NFG05,White Slide Box
23,22843,b,nf1,nf1 1:1600 tva-,nf1 optimization ab slides tva- brains 9/1/20 ZL / nf1 big tumor slides #1 + tva -,Slide,NFG05,White Slide Box
24,22843,b,unst,no ab,nf1 optimization ab slides tva- brains 9/1/20 ZL / nf1 big tumor slides #1 + tva -,Slide,NFG05,White Slide Box
25,23465,b,nf1,nf1 ab 1:300,nf1 optimization ab slides tva- brains 9/1/20 ZL / nf1 big tumor slides #1 + tva -,Slide,NFG05,White Slide Box
26,23463,b,nf1,nf1 ab 1:300,nf1 optimization ab slides tva- brains 9/1/20 ZL / nf1 big tumor slides #1 + tva -,Slide,NFG05,White Slide Box
27,23288,b,nf1,nf1 ab 1:300,nf1 optimization ab slides tva- brains 9/1/20 ZL / nf1 big tumor slides #1 + tva -,Slide,NFG05,White Slide Box
28,23397,b,nf1,nf1 ab 1:300,nf1 optimization ab slides tva- brains 9/1/20 ZL / nf1 big tumor slides #1 + tva -,Slide,NFG05,White Slide Box
29,23021,b,nf1,nf1 ab 1:300,nf1 optimization ab slides tva- brains 9/1/20 ZL / nf1 big tumor slides #1 + tva -,Slide,NFG05,White Slide Box
30,22843,b,nf1,nf1 ab 1:300,nf1 optimization ab slides tva- brains 9/1/20 ZL / nf1 big tumor slides #1 + tva -,Slide,NFG05,White Slide Box
31,23287,b,nf1,nf1 ab 1:300,nf1 optimization ab slides tva- brains 9/1/20 ZL / nf1 big tumor slides #1 + tva -,Slide,NFG05,White Slide Box
32,22925,b,nf1,nf1 ab 1:300,nf1 optimization ab slides tva- brains 9/1/20 ZL / nf1 big tumor slides #1 + tva -,Slide,NFG05,White Slide Box
33,22843,b,nf1,nf1 ab 1:100 tva-,nf1 optimization ab slides tva- brains 9/1/20 ZL / nf1 big tumor slides #1 + tva -,Slide,NFG05,White Slide Box
34,23821,b,unst,,unstained tva- slides for IHC control 23821 ZL,Slide,NFG05,White Slide Box
35,23821,b,unst,,unstained tva- slides for IHC control 23821 ZL,Slide,NFG05,White Slide Box
36,23821,b,unst,,unstained tva- slides for IHC control 23821 ZL,Slide,NFG05,White Slide Box
37,23821,b,unst,,unstained tva- slides for IHC control 23821 ZL,Slide,NFG05,White Slide Box
38,23821,b,unst,,unstained tva- slides for IHC control 23821 ZL,Slide,NFG05,White Slide Box
39,23821,b,unst,,unstained tva- slides for IHC control 23821 ZL,Slide,NFG05,White Slide Box
40,23821,b,unst,,unstained tva- slides for IHC control 23821 ZL,Slide,NFG05,White Slide Box
41,23821,b,unst,,unstained tva- slides for IHC control 23821 ZL,Slide,NFG05,White Slide Box
42,23821,b,unst,,unstained tva- slides for IHC control 23821 ZL,Slide,NFG05,White Slide Box
43,23821,b,unst,,unstained tva- slides for IHC control 23821 ZL,Slide,NFG05,White Slide Box
44,23821,b,unst,,unstained tva- slides for IHC control 23821 ZL,Slide,NFG05,White Slide Box
45,23821,b,unst,,unstained tva- slides for IHC control 23821 ZL,Slide,NFG05,White Slide Box
46,23821,b,unst,,unstained tva- slides for IHC control 23821 ZL,Slide,NFG05,White Slide Box
47,23821,b,unst,,unstained tva- slides for IHC control 23821 ZL,Slide,NFG05,White Slide Box
48,23821,b,unst,,unstained tva- slides for IHC control 23821 ZL,Slide,NFG05,White Slide Box
49,23821,b,unst,,unstained tva- slides for IHC control 23821 ZL,Slide,NFG05,White Slide Box
50,26306,b,unst,,unstained 23284 slides for ihc head tumor control ZL / unstained 26306 tva+ brain no glioma observable,Slide,NFG05,White Slide Box
51,26306,b,unst,,unstained 23284 slides for ihc head tumor control ZL / unstained 26306 tva+ brain no glioma observable,Slide,NFG05,White Slide Box
52,26306,b,unst,,unstained 23284 slides for ihc head tumor control ZL / unstained 26306 tva+ brain no glioma observable,Slide,NFG05,White Slide Box
53,26306,b,unst,,unstained 23284 slides for ihc head tumor control ZL / unstained 26306 tva+ brain no glioma observable,Slide,NFG05,White Slide Box
54,23288,b,unst,,unstained 23284 slides for ihc head tumor control ZL / unstained 26306 tva+ brain no glioma observable,Slide,NFG05,White Slide Box
55,29056,t1,ki67,aa,all alleles + cas9 f/f perk ki67/ no filter,Slide,NFG05,White Slide Box
56,29056,t1,perk,aa,all alleles + cas9 f/f perk ki67/ no filter,Slide,NFG05,White Slide Box
57,29055,t1,ki67,aa,all alleles + cas9 f/f perk ki67/ no filter,Slide,NFG05,White Slide Box
58,29055,t1,perk,aa,all alleles + cas9 f/f perk ki67/ no filter,Slide,NFG05,White Slide Box
59,29054,b,ki67,aa,all alleles + cas9 f/f perk ki67/ no filter,Slide,NFG05,White Slide Box
60,29054,b,perk,aa,all alleles + cas9 f/f perk ki67/ no filter,Slide,NFG05,White Slide Box
61,29054,t2,ki67,aa,all alleles + cas9 f/f perk ki67/ no filter,Slide,NFG05,White Slide Box
62,29054,t2,perk,aa,all alleles + cas9 f/f perk ki67/ no filter,Slide,NFG05,White Slide Box
63,29054,t1,ki67,aa,all alleles + cas9 f/f perk ki67/ no filter,Slide,NFG05,White Slide Box
64,29054,t1,perk,aa,all alleles + cas9 f/f perk ki67/ no filter,Slide,NFG05,White Slide Box
65,29385,on,ki67,,all alleles + cas9 f/f perk ki67/ no filter,Slide,NFG05,White Slide Box
66,29386,b,ki67,,all alleles + cas9 f/f perk ki67/ no filter,Slide,NFG05,White Slide Box
67,29056,t1.2,ki67,aa,all alleles + cas9 f/f perk ki67/ no filter,Slide,NFG05,White Slide Box
68,29056,t1.2,perk,aa,all alleles + cas9 f/f perk ki67/ no filter,Slide,NFG05,White Slide Box
69,27421,t1,ki67,control,nf1 ihc te ki67 7/26/22,Slide,NFG05,White Slide Box
70,28782,b,ki67,,nf1 ihc te ki67 7/26/22,Slide,NFG05,White Slide Box
71,29163,b,ki67,,nf1 ihc te ki67 7/26/22,Slide,NFG05,White Slide Box
72,28709,b,ki67,,nf1 ihc te ki67 7/26/22,Slide,NFG05,White Slide Box
73,28781,b,ki67,,nf1 ihc te ki67 7/26/22,Slide,NFG05,White Slide Box
74,29390,on,ki67,,nf1 ihc te ki67 7/26/22,Slide,NFG05,White Slide Box
75,28710,b,ki67,,nf1 ihc te ki67 7/26/22,Slide,NFG05,White Slide Box
76,29166,b,ki67,,nf1 ihc te ki67 7/26/22,Slide,NFG05,White Slide Box
77,28783,b,ki67,,nf1 ihc te ki67 7/26/22,Slide,NFG05,White Slide Box
78,29389,b,ki67,,nf1 ihc te ki67 7/26/22,Slide,NFG05,White Slide Box
79,29164,on,ki67,,nf1 ihc te ki67 7/26/22,Slide,NFG05,White Slide Box
80,29390,b,ki67,,nf1 ihc te ki67 7/26/22,Slide,NFG05,White Slide Box
81,28784,b,ki67,,nf1 ihc te ki67 7/26/22,Slide,NFG05,White Slide Box
82,29389,on,ki67,,nf1 ihc te ki67 7/26/22,Slide,NFG05,White Slide Box
83,29164,b,ki67,,nf1 ihc te ki67 7/26/22,Slide,NFG05,White Slide Box
84,29163,on,ki67,,nf1 ihc te ki67 7/26/22,Slide,NFG05,White Slide Box
85,29165,b,ki67,,nf1 ihc te ki67 7/26/22,Slide,NFG05,White Slide Box
86,29403,on,ki67,,nf1 glioma ki67 8/4/22,Slide,NFG05,White Slide Box
87,29400,on,ki67,,nf1 glioma ki67 8/4/22,Slide,NFG05,White Slide Box
88,29397,on,ki67,,nf1 glioma ki67 8/4/22,Slide,NFG05,White Slide Box
89,29405,on,ki67,,nf1 glioma ki67 8/4/22,Slide,NFG05,White Slide Box
90,29401,on,ki67,,nf1 glioma ki67 8/4/22,Slide,NFG05,White Slide Box
91,29404,on,ki67,,nf1 glioma ki67 8/4/22,Slide,NFG05,White Slide Box
92,29399,on,ki67,,nf1 glioma ki67 8/4/22,Slide,NFG05,White Slide Box
93,29403,on,ki67,,nf1 glioma ki67 8/4/22,Slide,NFG05,White Slide Box
94,29398,on,ki67,,nf1 glioma ki67 8/4/22,Slide,NFG05,White Slide Box
95,29400,b,ki67,,nf1 glioma ki67 8/4/22,Slide,NFG05,White Slide Box
96,29405,b,ki67,,nf1 glioma ki67 8/4/22,Slide,NFG05,White Slide Box
97,29397,b,ki67,,nf1 glioma ki67 8/4/22,Slide,NFG05,White Slide Box
98,29406,b,ki67,,nf1 glioma ki67 8/4/22,Slide,NFG05,White Slide Box
99,29398,b,ki67,,nf1 glioma ki67 8/4/22,Slide,NFG05,White Slide Box
100,29401,b,ki67,,nf1 glioma ki67 8/4/22,Slide,NFG05,White Slide Box
,,,,,,,,
,,,,,,,,
1,22843,b,nf1,1:200 tva-,stained ihc slides perk and nf1 for nf1 project ZL,Slide,NFG06,Green Slide Box
2,23298,b,unst,no primary ab 1:200 control,stained ihc slides perk and nf1 for nf1 project ZL,Slide,NFG06,Green Slide Box
3,23021,b,nf1,1:200 ab,stained ihc slides perk and nf1 for nf1 project ZL,Slide,NFG06,Green Slide Box
4,23465,b,nf1,1:200 ab,stained ihc slides perk and nf1 for nf1 project ZL,Slide,NFG06,Green Slide Box
5,23287,b,nf1,1:200 ab,stained ihc slides perk and nf1 for nf1 project ZL,Slide,NFG06,Green Slide Box
6,23463,b,nf1,1:200 ab,stained ihc slides perk and nf1 for nf1 project ZL,Slide,NFG06,Green Slide Box
7,23397,b,nf1,1:200 ab,stained ihc slides perk and nf1 for nf1 project ZL,Slide,NFG06,Green Slide Box
8,23288,b,nf1,1:200 ab,stained ihc slides perk and nf1 for nf1 project ZL,Slide,NFG06,Green Slide Box
9,22925,b,nf1,1:200 ab,stained ihc slides perk and nf1 for nf1 project ZL,Slide,NFG06,Green Slide Box
10,23288,b,perk,no primary ab control,stained ihc slides perk and nf1 for nf1 project ZL,Slide,NFG06,Green Slide Box
11,17348,t1,perk,pos control,stained ihc slides perk and nf1 for nf1 project ZL,Slide,NFG06,Green Slide Box
12,22843,b,perk,control tva-,stained ihc slides perk and nf1 for nf1 project ZL,Slide,NFG06,Green Slide Box
13,23287,b,perk,,stained ihc slides perk and nf1 for nf1 project ZL,Slide,NFG06,Green Slide Box
14,23021,b,perk,,stained ihc slides perk and nf1 for nf1 project ZL,Slide,NFG06,Green Slide Box
15,23463,b,perk,,stained ihc slides perk and nf1 for nf1 project ZL,Slide,NFG06,Green Slide Box
16,23465,b,perk,,stained ihc slides perk and nf1 for nf1 project ZL,Slide,NFG06,Green Slide Box
17,23288,b,perk,,stained ihc slides perk and nf1 for nf1 project ZL,Slide,NFG06,Green Slide Box
18,23397,b,perk,,stained ihc slides perk and nf1 for nf1 project ZL,Slide,NFG06,Green Slide Box
19,22925,b,perk,,stained ihc slides perk and nf1 for nf1 project ZL,Slide,NFG06,Green Slide Box
20,23270,b,he,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
21,23270,b,ki67,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
22,23270,b,perk,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
23,23293,b,he,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
24,23293,b,ki67,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
25,23293,b,perk,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
26,23523,b,he,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
27,23523,b,ki67,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
28,23523,b,perk,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
29,23524,b,he,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
30,23524,b,ki67,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
31,23524,b,perk,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
32,23526,b,he,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
33,23526,b,ki67,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
34,23526,b,perk,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
35,23787,b,he,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
36,23787,b,ki67,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
37,23787,b,perk,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
38,24986,b,he,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
39,24986,b,ki67,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
40,24986,b,perk,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
41,25503,b,he,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
42,25503,b,ki67,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
43,25503,b,perk,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
44,26140,b,he,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
45,26140,b,ki67,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
46,26140,b,perk,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
47,23270,b,unst,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
48,23270,b,unst,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
49,23293,b,unst,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
50,23523,b,unst,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
51,23523,b,unst,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
52,23524,b,unst,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
53,23524,b,unst,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
54,23526,b,unst,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
55,23526,b,unst,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
56,23787,b,unst,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
57,23787,b,unst,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
58,24986,b,unst,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
59,24986,b,unst,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
60,25503,b,unst,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
61,26140,b,unst,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
62,26140,b,unst,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",Slide,NFG06,Green Slide Box
63,29162,b,unst,cas9,nf1 glioma extra/unecessary slides,Slide,NFG06,Green Slide Box
64,29161,b,unst,cas9,nf1 glioma extra/unecessary slides,Slide,NFG06,Green Slide Box
65,29161,b,unst,cas9,nf1 glioma extra/unecessary slides,Slide,NFG06,Green Slide Box
66,29162,b,unst,cas9,nf1 glioma extra/unecessary slides,Slide,NFG06,Green Slide Box
67,28202,b,ki67,,nf1 ntva attempt at s100 and ki67 (did not work),Slide,NFG06,Green Slide Box
68,28205,b,ki67,,nf1 ntva attempt at s100 and ki67 (did not work),Slide,NFG06,Green Slide Box
69,16-9389,t1b,s100,,nf1 ntva attempt at s100 and ki67 (did not work),Slide,NFG06,Green Slide Box
70,21232,t1,s100,1:100d,nf1 ntva attempt at s100 and ki67 (did not work),Slide,NFG06,Green Slide Box
71,21232,t1,s100,no primary ab,nf1 ntva attempt at s100 and ki67 (did not work),Slide,NFG06,Green Slide Box
